,Price,Area,Mặt tiền,Số phòng ngủ,Hướng ban công,Tình trạng pháp lý,Hướng nhà,Số tầng,Bồn cầu,City,District,Name
963,Thỏa thuận,48,None,None,None,Sổ hồng,None,None,1.0,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Phố Quốc Tử Giám
964,10200.0,62,None,None,None,None,None,None,None,Hà Nội,Quận Hai Bà Trưng,Bán Nhà riêng tại Phố Lê Thanh Nghị
965,19500.0,201,None,4.0,None,Sổ đỏ,None,None,None,Hà Nội,Quận Hai Bà Trưng,Bán Nhà riêng tại Đường Đầm Trấu
967,16900.0,87,5m,4.0,None,Sổ đỏ,None,4.0,None,Hà Nội,Quận Hai Bà Trưng,Bán Nhà riêng tại Phố Lạc Trung
968,600,48,None,2.0,None,Sổ hồng,None,6.0,1.0,Hà Nội,Quận Bắc Từ Liêm,Bán Căn hộ chung cư tại Phố Đỗ Nhuận
969,9600.0,45,None,None,None,None,None,None,None,Hà Nội,Quận Hai Bà Trưng,Bán Nhà riêng tại Đường Võ Thị Sáu
977,3700.0,20,None,None,None,None,None,None,None,Hà Nội,Quận Hoàn Kiếm,Bán Nhà riêng tại Phố Hàng Bông
982,3250.0,110,None,None,None,None,None,None,None,Hà Nội,Quận Nam Từ Liêm,Bán Căn hộ chung cư tại đường Trung Văn
987,25000.0,180,None,None,None,None,None,None,None,Hà Nội,Quận Bắc Từ Liêm,Bán Đất tại Đường Phú Diễn
988,70000.0,10000,None,None,None,None,None,None,None,Hà Nội,Huyện Quốc Oai,Bán Đất tại Xã Phú Mãn
989,1000.0,70,None,None,None,None,None,None,None,Hà Nội,Huyện Quốc Oai,Bán Đất tại Đường Đại lộ Thăng Long
990,1200.0,60,None,None,None,None,None,None,None,Hà Nội,Huyện Quốc Oai,Bán Đất tại Đường 21
991,2700.0,300,None,None,None,None,None,None,None,Hà Nội,Huyện Quốc Oai,Bán Đất tại Đường 21
992,1100.0,70,None,None,None,None,None,None,None,Hà Nội,Huyện Quốc Oai,Bán Đất tại Đường Đại lộ Thăng Long
993,9900.0,45,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Hoàng Văn Thái
995,4500.0,32,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Phố Khương Hạ
997,15000.0,93,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Phố Vũ Tông Phan
998,8900.0,50,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Phố Khương Hạ
999,4100.0,38,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Khương Đình
1000,4300.0,34,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Đường Đào Tấn
1001,33000.0,124,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Phố Giảng Võ
1002,12800.0,45,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Đường Đội Cấn
1003,9850.0,50,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Hoàng Văn Thái
1004,17800.0,91,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Đường Đào Tấn
1005,4300.0,35,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Đường Đào Tấn
1006,6500.0,35,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Hoàng Văn Thái
1007,6100.0,55,None,4.0,None,Sổ đỏ,None,5.0,1.0,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Khương Trung
1008,6790.0,140,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Căn hộ chung cư tại Phố Lê Văn Thiêm
1010,4900.0,118,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Căn hộ chung cư tại Phố Lê Văn Thiêm
1011,33000.0,125,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Phường Giảng Võ
1012,2050.0,38,None,None,None,None,None,None,None,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Đường Hòa Bình
1013,2600.0,32,None,None,None,None,None,None,None,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Đường Nghĩa Lộ
1014,5500.0,43,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Hoàng Văn Thái
1015,2400.0,36,None,None,None,None,None,None,None,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Phường Yên Nghĩa
1016,6000.0,34,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Hoàng Văn Thái
1017,9900.0,45,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Hoàng Văn Thái
1019,2029.9999999999998,40,None,None,None,None,None,None,None,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Đường Hòa Bình
1021,2300.0,31,None,None,None,None,None,None,None,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Phường Yên Nghĩa
1022,5100.0,35,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Đường Hoàng Hoa Thám
1023,4300.0,35,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Phường Hoàng Văn Thụ
1024,2990.0,28,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Đường Vĩnh Phúc
1026,9500.0,50,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Giải Phóng
1027,5080.0,102,None,None,None,None,None,None,None,Hà Nội,Quận Long Biên,Bán Căn hộ chung cư tại Phường Bồ Đề
1028,5800.0,50,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Nguyễn Đức Cảnh
1032,3850.0,37,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Kim Giang
1033,5300.0,65,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Giáp Nhị
1034,8000.0,40,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Đường Nguyễn Chí Thanh
1035,8280.0,72,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phố Tôn Đức Thắng
1036,2600.0,25,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phố Phương Mai
1037,6050.0,47,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phố Thái Hà
1038,8200.0,50,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phố Thái Hà
1039,2800.0,77,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Căn hộ chung cư tại Phố Nguyễn Ngọc Vũ
1041,3750.0,70,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Căn hộ chung cư tại Phố Trung Kính
1043,2800.0,55,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Căn hộ chung cư tại Đường Xuân Thủy
1049,3970.0,103,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Căn hộ chung cư tại Đường Nguyễn Trãi
1051,8450.0,55,4m,4.0,None,Sổ đỏ,None,4.0,None,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Đường Nguyễn Khánh Toàn
1052,2550.0,77,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Căn hộ chung cư tại Phố Trần Điền
1057,1020.0,45.0,None,2.0,None,Sổ đỏ,None,6.0,1.0,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Đường Tôn Thất Tùng
1058,920.0,42.5,None,None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Căn hộ chung cư tại Đường Cầu Giấy
1061,3500.0,45,4m,3.0,None,None,None,5.0,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phố Láng Hạ
1062,2100.0,48,4m,None,None,None,None,None,None,Hà Nội,Huyện Gia Lâm,Bán Đất tại đường Cổ Bi
1064,8400.0,40,4m,4.0,None,Sổ đỏ,None,5.0,1.0,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Đường Đại An
1066,2500.0,20,None,None,None,Sổ hồng,Nam,None,1.0,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Đường Lương Sử A
1067,1052.0,42.5,None,2.0,None,Giấy tờ hợp lệ,None,7.0,1.0,Hà Nội,Quận Hoàng Mai,Bán Căn hộ chung cư tại Phường Hoàng Văn Thụ
1071,34000.0,150,None,None,None,Sổ hồng,Tây-Nam,None,None,Hà Nội,Quận Tây Hồ,Bán Nhà mặt phố tại Đường Xuân Diệu
1077,141000.0,255,None,None,None,Sổ đỏ,Đông-Nam,None,None,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Quảng An
1090,8900.0,78,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phố Xã Đàn
1091,680,30,None,2.0,None,None,None,None,1.0,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Phố Chùa Láng
1092,3250.0,35,None,3.0,None,Sổ đỏ,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Định Công
1093,580,25,None,2.0,None,None,None,None,1.0,Hà Nội,Quận Hoàng Mai,Bán Căn hộ chung cư tại Đường Giáp Bát
1094,Thỏa thuận,46,None,2.0,None,None,None,None,1.0,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Phố Khâm Thiên
1095,9800.0,45,None,None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Hoàng Mai
1096,Thỏa thuận,"36,5",None,None,None,None,None,None,None,Hà Nội,Huyện Chương Mỹ,Bán Đất tại Thị trấn Chúc Sơn
1097,13500.0,51,None,None,None,Sổ hồng,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Đường Đông Tác
1099,3500.0,33,4m,4.0,None,Sổ đỏ,None,5.0,1.0,Hà Nội,Huyện Thanh Trì,Bán Nhà riêng tại Đường Tân Triều
1100,Thỏa thuận,70,5m,4.0,None,None,None,6.0,None,Hà Nội,Quận Nam Từ Liêm,Bán Nhà riêng tại Đường Lương Thế Vinh
1102,6300.0,58,"6,3m",4.0,None,Sổ đỏ,None,6.0,1.0,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Tân Triều
1103,900.0,40.0,None,2.0,Nam,Giấy chứng nhận quyền sở hữu,Đông,6.0,1.0,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Đường Cát Linh
1104,Thỏa thuận,126,4m,None,None,None,None,3.0,1.0,Hà Nội,Quận Đống Đa,Bán Nhà mặt phố tại Đường Tây Sơn
1105,"1,65",65,None,2.0,Tây-Nam,None,None,33.0,1.0,Hà Nội,Quận Hoàng Mai,Bán Căn hộ chung cư tại Đường Nguyễn Hữu Thọ
1106,3850.0,39,4m,4.0,None,Sổ đỏ,None,5.0,1.0,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Kim Giang
1107,4550.0,35,"3,3m",4.0,None,Sổ đỏ,Đông-Bắc,6.0,1.0,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Lê Trọng Tấn
1108,2400.0,31,None,None,None,None,None,None,None,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Đường Phúc Lợi
1112,Thỏa thuận,48,15m,4.0,None,Sổ đỏ,Đông,4.0,1.0,Hà Nội,Quận Nam Từ Liêm,Bán Nhà riêng tại Đường Tu Hoàng
1115,2290.0,96,None,3.0,None,Sổ hồng,Đông-Nam,6.0,None,Hà Nội,Quận Long Biên,Bán Căn hộ chung cư tại Phường Thượng Thanh
1117,2009.9999999999998,68,"4,03m",None,None,Sổ đỏ,None,None,None,Hà Nội,Huyện Đông Anh,Bán Đất tại Đường Vân Trì
1118,Thỏa thuận,30,38m,2.0,None,Sổ đỏ,Đông-Nam,2.0,1.0,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Đường Văn Phú
1119,8100.0,40,6m,3.0,None,Sổ đỏ,None,5.0,1.0,Hà Nội,Quận Hai Bà Trưng,Bán Nhà riêng tại Đường Phố Chùa Quỳnh
1121,6500.0,50,None,4.0,None,Sổ đỏ,Đông-Nam,3.0,1.0,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại đường An Dương
1123,4300.0,35,6m,4.0,None,Sổ đỏ,None,5.0,1.0,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Đường Bồ Đề
1124,4300.0,45,4m,4.0,None,None,None,4.0,1.0,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Đường Ngọc Thụy
1125,37000.0,308,12m,None,None,None,None,None,None,Hà Nội,Huyện Gia Lâm,Bán Đất tại Đường Nguyễn Mậu Tài
1126,21500000.0,82,45m,None,None,Sổ đỏ,None,7.0,1.0,Hà Nội,Quận Long Biên,Bán Nhà mặt phố tại Đường Cổ Linh
1127,12500.0,75,5m,4.0,None,Sổ đỏ,None,6.0,1.0,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Nguyễn Đức Cảnh
1128,12800.0,79,"4,3m",4.0,None,Sổ đỏ,None,5.0,1.0,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Hoàng Mai
1137,Thỏa thuận,95.0,None,None,None,Sổ hồng,Đông-Nam,15.0,1.0,Hà Nội,Quận Cầu Giấy,Bán Căn hộ chung cư tại Đường Duy Tân
1140,42,62,"5,2m",None,None,None,None,7.0,None,Hà Nội,Quận Hai Bà Trưng,Bán Nhà mặt phố tại Đường Triệu Việt Vương
1144,15500.0,103,5m,4.0,None,Sổ đỏ,None,4.0,None,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Xuân La
1145,Thỏa thuận,45,None,None,None,None,None,None,1.0,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Phố Phùng Hưng
1146,23900.0,80,None,None,None,Sổ đỏ,None,4.0,None,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Đường Trung Yên
1150,3200.0,41,None,3.0,None,Sổ đỏ,None,5.0,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phố Hoàng Cầu
1152,3300.0,43,None,3.0,None,Sổ đỏ,None,5.0,1.0,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phố Thái Thịnh
1155,6500.0,50,None,None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Đất tại Đường Yên Hòa
1156,11500.0,48,"6,8m",4.0,None,Sổ hồng,Đông-Bắc,7.0,1.0,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Đường Nguyễn Văn Cừ
1174,3480.0,38,None,4.0,None,Sổ đỏ,None,4.0,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Đặng Xuân Bảng
1175,3400.0,41,None,4.0,None,Sổ đỏ,None,4.0,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Kim Giang
1176,3400.0,39,None,4.0,None,Sổ đỏ,None,5.0,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Kim Giang
1177,3550.0,41,None,4.0,None,Sổ đỏ,None,4.0,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Kim Giang
1178,3250.0,34,None,4.0,None,Sổ đỏ,None,5.0,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Hoàng Liệt
1179,3350.0,35,None,4.0,None,Sổ đỏ,None,5.0,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Hoàng Liệt
1180,3250.0,35,None,3.0,None,Sổ đỏ,None,5.0,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Hoàng Liệt
1181,3500.0,41,None,3.0,None,Sổ đỏ,None,4.0,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Hoàng Liệt
1182,3250.0,35,None,4.0,None,Sổ đỏ,None,4.0,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Kim Giang
1183,3250.0,35,None,4.0,None,Sổ đỏ,None,4.0,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Định Công
1186,1320.0,52,None,1.0,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Đường Đông Tác
1187,1077.0,42.5,None,1.0,None,None,None,6.0,1.0,Hà Nội,Quận Hoàng Mai,Bán Căn hộ chung cư tại Phường Hoàng Văn Thụ
1188,2250.0,89,None,2.0,None,Sổ đỏ,Đông-Bắc,None,1.0,Hà Nội,Quận Hà Đông,Bán Căn hộ chung cư tại Đường Tố Hữu
1189,2600.0,31,"3,3m",4.0,None,Sổ hồng,Đông-Nam,5.0,None,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Đường Quang Trung
1190,15000.0,60,"6,5m",4.0,None,Sổ đỏ,None,5.0,None,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Phố Trần Quốc Hoàn
1191,4980.0,50,None,4.0,None,Sổ đỏ,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Đường Trần Duy Hưng
1192,58000.0,65,"5,5m",4.0,None,Sổ đỏ,None,3.0,1.0,Hà Nội,Quận Hoàn Kiếm,Bán Nhà mặt phố tại Phố Mã Mây
1193,7800.0,40,None,None,None,Sổ đỏ,None,None,1.0,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Phố Doãn Kế Thiện
1195,26000.0,93,None,None,None,None,None,9.0,None,Hà Nội,Quận Hoàn Kiếm,Bán Bất động sản khác tại Đường Trần Hưng Đạo
1196,40200.0,268,28m,None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Long Biên,Bán Đất tại Đường Ngọc Lâm
1197,25000.0,28,None,None,None,None,None,None,None,Hà Nội,Quận Hai Bà Trưng,Bán Nhà mặt phố tại Đường Triệu Việt Vương
1198,173000.0,352,None,None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Hai Bà Trưng,Bán Nhà mặt phố tại Đường Tô Hiến Thành
1199,19500.0,116,None,4.0,None,Sổ đỏ,None,None,1.0,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Đường Cầu Giấy
1200,1920.0,30,"3,5m",3.0,None,Sổ đỏ,None,4.0,None,Hà Nội,Huyện Thanh Trì,Bán Nhà riêng tại Đường Tả Thanh Oai
1213,600,28,None,1.0,None,Sổ đỏ,None,None,1.0,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Đường Láng
1215,760,48,None,2.0,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Phố Thái Thịnh
1219,4500.0,40,5m,4.0,None,None,None,4.0,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Đường Đội Cấn
1221,610,50,None,2.0,None,Sổ hồng,None,6.0,1.0,Hà Nội,Quận Nam Từ Liêm,Bán Căn hộ chung cư tại Đường Đình Thôn
1223,Thỏa thuận,48,None,None,None,None,None,None,1.0,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Phố Khâm Thiên
1230,1077.0,42.5,None,1.0,None,Giấy tờ hợp lệ,None,6.0,1.0,Hà Nội,Quận Hoàng Mai,Bán Căn hộ chung cư tại Đường Giải Phóng
1232,3200.0,135,None,2.0,None,Sổ đỏ,None,None,None,Hà Nội,Quận Hà Đông,Bán Căn hộ chung cư tại Đường Quang Trung
1234,15500.0,175,10m,2.0,None,Sổ đỏ,None,1.0,None,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Đường Cầu Giấy
1235,3900.0,46,"3,3m",3.0,None,Sổ đỏ,None,5.0,1.0,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Đường Ngọc Thụy
1236,1300.0,50,None,1.0,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Căn hộ chung cư tại Đường Hoàng Mai
1237,1500.0,156,None,None,None,None,None,None,None,Hà Nội,Huyện Chương Mỹ,Bán Đất tại Đường 6
1238,5600.0,34,"6,5m",4.0,None,Sổ đỏ,None,6.0,1.0,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Đường Cát Linh
1239,10200.0,850,None,None,None,Sổ đỏ,None,None,None,Hà Nội,Huyện Quốc Oai,Bán Đất tại Xã Hòa Thạch
1240,4860.0,81,None,None,None,None,None,None,None,Hà Nội,Huyện Hoài Đức,Bán Đất tại Đường Yên Vĩnh
1241,Thỏa thuận,48,None,4.0,None,Sổ đỏ,None,4.0,None,Hà Nội,Huyện Hoài Đức,Bán Nhà riêng tại Đường 422
1242,1410.0,32,None,None,None,None,None,None,None,Hà Nội,Huyện Hoài Đức,Bán Đất tại Xã An Khánh
1243,6800.0,68,None,None,None,None,None,None,None,Hà Nội,Quận Long Biên,Bán Đất tại Đường Bát Khối
1244,5150.0,66,None,None,None,None,None,None,None,Hà Nội,Quận Long Biên,Bán Đất tại Đường Nam Đuống
1253,690,45,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Căn hộ chung cư tại Đường Hoàng Mai
1256,Thỏa thuận,48,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Phố Khương Hạ
1257,500,50,None,2.0,None,Sổ đỏ,None,None,1.0,Hà Nội,Quận Tây Hồ,Bán Căn hộ chung cư tại Đường Võng Thị
1258,3150.0,90,5m,4.0,None,Sổ đỏ,None,1.0,1.0,Hà Nội,Quận Bắc Từ Liêm,Bán Nhà riêng tại Đường Cổ Nhuế
1261,6800.0,55,5m,None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Long Biên,Bán Đất tại Đường Đức Giang
1262,2750.0,30,"3,5m",4.0,None,Sổ đỏ,None,4.0,None,Hà Nội,Huyện Thanh Trì,Bán Nhà riêng tại Đường Tả Thanh Oai
1263,875.0,46.5,None,3.0,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Đường Trường Chinh
1264,1340.0,46,None,1.0,None,Sổ hồng,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Căn hộ chung cư tại Đường Giải Phóng
1265,7000.0,55,6m,4.0,None,Sổ đỏ,None,5.0,1.0,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Đường Trần Thái Tông
