price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Ngày đăng,Loại tin,id,Hướng
"3,05 tỷ VNĐ","Đường Kẻ Vẽ, Đông Ngạc, Bắc Từ Liêm", 30m2, 4, 2, 5, 3, 3,02/11/2022,Tin thường,batdongsan_so_com_vn_1670471632.3839288,
"12,5 tỷ VNĐ","Đường Hào Nam, Cát Linh, Đống Đa", 52m2, 4, 8, 5, 4, 5,02/11/2022,Tin thường,batdongsan_so_com_vn_1670471634.5972095,
"6,45 tỷ VNĐ","Đường Yên Lãng, Láng Hạ, Đống Đa", 40m2, 6, 2, 5, 5,,02/11/2022,Tin thường,batdongsan_so_com_vn_1670471636.6361086,
"3,15 tỷ VNĐ","Đường Trần Phú, Văn Quán, Hà Đông", 40m2, 4, 2, 2, 2, 1,02/11/2022,Tin thường,batdongsan_so_com_vn_1670471638.1277783,
"18,6 tỷ VNĐ","Nhân Hòa, Thanh Xuân", 63m2,,, 6,,,02/11/2022,Tin thường,batdongsan_so_com_vn_1670471644.3967443,
18 tỷ VNĐ,"Đường Định Công, Định Công, Hoàng Mai", 140m2, 6, 6, 7, 30, 30,02/11/2022,Tin thường,batdongsan_so_com_vn_1670471646.923957,
"17,5 tỷ VNĐ","Đường Ô Chợ Dừa, Cát Linh, Đống Đa", 92m2, 6, 1, 7, 20, 20,02/11/2022,Tin thường,batdongsan_so_com_vn_1670471650.3064926,
"15,5 tỷ VNĐ","Đường Hoàng Mai, Hoàng Văn Thụ, Hoàng Mai", 70m2,, 2, 5, 3, 4,02/11/2022,Tin thường,batdongsan_so_com_vn_1670471652.2445478,
"3,65 tỷ VNĐ","Đường Phương Liệt, Phương Liệt, Thanh Xuân", 40m2, 4, 3, 4, 5,,02/11/2022,Tin thường,batdongsan_so_com_vn_1670471654.2065842,
2 tỷ VNĐ,"Đường Lê Trọng Tấn, Phú La, Hà Đông", 70m2, 7, 30, 36, 2, 1,02/11/2022,Tin thường,batdongsan_so_com_vn_1670471656.2502913,
22 tỷ VNĐ,"Đường CD2, Quan Hoa, Cầu Giấy", 80m2, 9, 8, 7, 6, 6,02/11/2022,Tin thường,batdongsan_so_com_vn_1670471658.4488637, Tây
7 tỷ VNĐ,"Đường Ngô Gia Tự, Quang Trung, Hà Đông", 51m2, 5, 7, 4, 4, 2,02/11/2022,Tin thường,batdongsan_so_com_vn_1670471660.458137,
4 tỷ VNĐ,"Đường Hồ Tùng Mậu, Mai Dịch, Cầu Giấy", 50m2, 4, 4, 6, 6, 4,02/11/2022,Tin thường,batdongsan_so_com_vn_1670471662.746771,
82 tỷ VNĐ,Đường Anh Đào 12 Phúc Đồng Long Biên, 400m2, 11, 15, 4, 5, 6,02/11/2022,Tin thường,batdongsan_so_com_vn_1670471665.3562138,
"10,5 tỷ VNĐ","Đường Cầu Giấy, Quan Hoa, Cầu Giấy", 60m2, 5, 6, 5, 5, 5,02/11/2022,Tin thường,batdongsan_so_com_vn_1670471667.9910247,
"3,2 tỷ VNĐ","Đường Nguyễn Xiển, Thanh Xuân Bắc, Thanh Xuân", 32m2, 4, 7, 4, 4, 3,02/11/2022,Tin thường,batdongsan_so_com_vn_1670471670.4717226,
"33,5 tỷ VNĐ","Đường Nguyễn Hoàng Tôn, Xuân Đỉnh, Bắc Từ Liêm", 126m2, 6, 10, 3, 4, 3,02/11/2022,Tin thường,batdongsan_so_com_vn_1670471672.7269135, Đông nam
"4,3 tỷ VNĐ",Phú Diễn, 50m2, 4, 3, 4, 3,,02/11/2022,Tin thường,batdongsan_so_com_vn_1670471677.6281917,
10 tỷ VNĐ,"Đường Tây Thăng Long, Đan Phượng, Đan Phượng", 200m2, 8, 13, 3, 5, 5,02/11/2022,Tin thường,batdongsan_so_com_vn_1670471680.1330824,
"2,2 tỷ VNĐ",Quận Hà Đông, 91m2,,,,,,02/11/2022,Tin thường,batdongsan_so_com_vn_1670471682.603602,
