price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Ngày đăng,Loại tin,id,Hướng
"3,3 tỷ VNĐ","Đường Quốc lộ 32, Kim Chung, Hoài Đức", 40m2, 4, 1, 5, 4, 3,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445226.6531775,
"7,4 tỷ VNĐ","Đường Trần Khát Chân, Đống Mác, Hai Bà Trưng", 58m2, 5, 4, 5, 3, 4,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445228.8667202,
"2,85 tỷ VNĐ",HUỲNH CUNG - TAM HIEEPH - THANH TRÌ, 33m2, 4,, 4, 3, 3,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445230.5234044, Đông
4 tỷ VNĐ,"Đường Trường Chinh, Khương Thượng, Đống Đa", 34m2, 3, 4, 3, 3, 3,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445232.9029899,
"7,65 tỷ VNĐ","Đường Trần Phú, Văn Quán, Hà Đông", 51m2, 6, 6, 5, 5, 5,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445234.9982893,
"3,8 tỷ VNĐ",Võ Thị Sáu, 40m2,,,,,,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445236.899976,
"28,5 tỷ VNĐ",Văn Điển - Thanh Trì - Hà Nội, 250m2, 15,,,,,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445239.74726,
23 tỷ VNĐ,"Đường Thái Hà, Trung Liệt, Đống Đa", 150m2,, 5, 9, 9, 9,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445241.7303295,
24 tỷ VNĐ,"Đường Minh Khai, Vĩnh Tuy, Hai Bà Trưng", 52m2,, 50, 6, 6, 6,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445243.9050562,
"2,999999 tỷ VNĐ","Đường Yên Xá, Tân Triều, Thanh Trì", 46m2, 4, 3, 2, 3, 2,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445245.653527,
"3,9 tỷ VNĐ",Mậu Lương - Hà Đông, 39m2,,, 4,,,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445248.0514944,
"3,85 tỷ VNĐ",Mậu Lương - Hà Đông, 39m2,,, 4,,,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445250.5300858,
"7,8 tỷ VNĐ",Lý Thường Kiệt - Hà Đông, 50m2,,,,,,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445253.39964,
"7,9 tỷ VNĐ",Trần Đăng Ninh- Hà Đông, 50m2, 5,,,,,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445255.2655723,
500 tỷ VNĐ,"Đường Lò Sũ, Lý Thái Tổ, Hoàn Kiếm", 455m2,, 20, 15,,,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445258.105681,
"2,35 tỷ VNĐ","khu phân lô Vũ Xuân Thiều, Sài Đồng, Long Biên, Hà Nội", 50m2, 5,,,,,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445260.5639057,
"6,8 triệu VNĐ","Đường Xã Đàn, Nam Đồng, Đống Đa", 68m2, 4, 4, 3, 5, 3,22/11/2022,Tin thường,batdongsan_so_com_vn_1670445263.7605066,
"3,8 tỷ VNĐ",Minh Khai - Hà Nội, 60m2,,,,,,21/11/2022,Tin thường,batdongsan_so_com_vn_1670445265.9611142,
"3,8 tỷ VNĐ",Minh Khai - Hà Nội, 60m2,,,,,,21/11/2022,Tin thường,batdongsan_so_com_vn_1670445268.5335255,
"6,55 tỷ VNĐ",Minh Khai, 80m2, 4,, 4, 4,,21/11/2022,Tin thường,batdongsan_so_com_vn_1670445270.9907827,
