price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Ngày đăng,Loại tin,id
,"Đường Chiến Thắng, La Khê, Hà Đông", 32m2, 3, 2, 5, 3, 3,28/10/2022,Tin thường,batdongsan_so_com_vn_1670473915.3857915
"11,5 tỷ VNĐ","Đường Nguyễn Trãi, Thanh Xuân Trung, Thanh Xuân", 50m2, 5, 1, 5, 5, 5,28/10/2022,Tin thường,batdongsan_so_com_vn_1670473917.6541717
4 tỷ VNĐ,"Đường Tô Hiệu, Quang Trung, Hà Đông", 45m2, 4, 4, 4, 4, 4,28/10/2022,Tin thường,batdongsan_so_com_vn_1670473919.9258778
"4,5 tỷ VNĐ",đường Mỹ Đình, 30m2, 4, 4, 5, 3,,28/10/2022,Tin thường,batdongsan_so_com_vn_1670473922.01985
"4,1 tỷ VNĐ",Lê Đức Thọ, 35m2, 5, 2, 5, 5,,28/10/2022,Tin thường,batdongsan_so_com_vn_1670473925.0355465
3 tỷ VNĐ,"Đường Ngọc Trục, Đại Mỗ, Nam Từ Liêm", 35m2, 4, 3, 5, 4,,28/10/2022,Tin thường,batdongsan_so_com_vn_1670473928.167092
"6,5 tỷ VNĐ","Đường Trường Chinh, Ngã Tư Sở, Đống Đa", 40m2, 4, 5, 6, 7, 4,28/10/2022,Tin thường,batdongsan_so_com_vn_1670473930.3618815
123 ngàn VNĐ,"Đường Mỹ Đình, Mỹ Đình 1, Nam Từ Liêm", 30m2, 4, 5, 5, 3, 4,28/10/2022,Tin thường,batdongsan_so_com_vn_1670473931.900129
"4,3 tỷ VNĐ","Đường Yên Hòa, Yên Hòa, Cầu Giấy", 42m2, 4, 3, 5, 4, 4,28/10/2022,Tin thường,batdongsan_so_com_vn_1670473934.3610628
50 tỷ VNĐ,Cầu Giấy Hà Nội, 217m2, 9,,,,,27/10/2022,Tin thường,batdongsan_so_com_vn_1670473938.7853575
,"Đường Thổ Quan, Khâm Thiên, Đống Đa", 47m2,, 6, 5,,,27/10/2022,Tin thường,batdongsan_so_com_vn_1670473940.9757993
"7,1 tỷ VNĐ","Đường Nguyễn Trãi, Thượng Đình, Thanh Xuân", 125m2, 30, 50, 36, 3, 2,27/10/2022,Tin thường,batdongsan_so_com_vn_1670473944.0769117
"22,8 tỷ VNĐ",Nguyễn Văn Tuyết Đống Đa, 55m2,,,,,,27/10/2022,Tin thường,batdongsan_so_com_vn_1670473946.7286665
,"Đường Văn Chương, Trung Phụng, Đống Đa", 52m2,, 2, 4,,,27/10/2022,Tin thường,batdongsan_so_com_vn_1670473949.3957012
"1,95 tỷ VNĐ",quốc lộ 32, 55m2,,,,,,27/10/2022,Tin thường,batdongsan_so_com_vn_1670473951.8565109
"23,6 tỷ VNĐ","Đường Đông Tác, Kim Liên, Đống Đa", 80m2, 6, 30, 2, 3, 3,27/10/2022,Tin thường,batdongsan_so_com_vn_1670473953.9828253
"4,35 tỷ VNĐ",Phố Giáp Nhị quận Hoàng Mai Hà Nội, 40m2,,,,,,27/10/2022,Tin thường,batdongsan_so_com_vn_1670473957.0486178
"23,6 tỷ VNĐ","Đường Đông Tác, Kim Liên, Đống Đa", 80m2, 6, 30, 2, 3, 3,27/10/2022,Tin thường,batdongsan_so_com_vn_1670473959.9130328
"2,61 tỷ VNĐ","Đường Huỳnh Văn Nghệ, Sài Đồng, Long Biên", 66m2,, 12, 8, 2, 2,27/10/2022,Tin thường,batdongsan_so_com_vn_1670473962.2508872
"31,5 tỷ VNĐ","Đường Võ Văn Dũng, Ô Chợ Dừa, Đống Đa", 55m2, 5, 30, 9, 6, 10,27/10/2022,Tin thường,batdongsan_so_com_vn_1670473965.3589578
