price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Ngày đăng,Loại tin,id,Hướng
"2,35 tỷ VNĐ",Đường Ngọc Lâm phường Ngọc Lâm, 22m2, 3, 2, 1, 1, 1,18/09/2022,Tin thường,batdongsan_so_com_vn_1670494853.7363904,
"5,98 tỷ VNĐ",Đường Bồ Đề phường Bồ Đề, 61m2, 3, 5, 4, 5, 4,18/09/2022,Tin thường,batdongsan_so_com_vn_1670494854.6731234,
"12,8 tỷ VNĐ",Xuân Thủy Cầu Giấy Hà Nội, 62m2,,, 7, 10, 10,18/09/2022,Tin thường,batdongsan_so_com_vn_1670494855.552507,
13 tỷ VNĐ,Đường Vĩnh Phúc phường Vĩnh Phúc, 41m2, 4, 30, 5, 5, 5,18/09/2022,Tin thường,batdongsan_so_com_vn_1670494856.6386304,
25 tỷ VNĐ,Đường KĐT Sài Đồng  phường Sài Đồng, 270m2, 15, 20, 4, 4, 4,18/09/2022,Tin thường,batdongsan_so_com_vn_1670494857.880037,
"12,5 tỷ VNĐ",Hồ Tùng Mậu Mai Dịch Cầu Giấy Hà Nội, 64m2,,, 7, 10,,18/09/2022,Tin thường,batdongsan_so_com_vn_1670494858.9671073,
"1,4 tỷ VNĐ",Đường Thái Thịnh phường Thịnh Quang, 73m2, 4, 9, 1, 3, 2,18/09/2022,Tin thường,batdongsan_so_com_vn_1670494863.823553,
"4,1 tỷ VNĐ",Đường Nhân Mỹ phường Mỹ Đình 1, 40m2, 3, 3, 5, 4, 4,18/09/2022,Tin thường,batdongsan_so_com_vn_1670494865.1768565,
"3,1 tỷ VNĐ",Trương Định - Hà Nội, 30m2,,,,,,17/09/2022,Tin thường,batdongsan_so_com_vn_1670494874.8104894,
28 tỷ VNĐ,Đường Khâm Thiên phường Trung Phụng, 56m2, 4, 1, 7, 7, 7,17/09/2022,Tin thường,batdongsan_so_com_vn_1670494875.5714135,
"4,4 tỷ VNĐ","176 Định Công Hoàng Mai, HN", 98.6m2,,,, 3, 2,17/09/2022,Tin thường,batdongsan_so_com_vn_1670494876.9786396, Nam
10 tỷ VNĐ,Đường Quốc lộ 5 phường Trâu Quỳ, 100m2, 5,,,,,17/09/2022,Tin thường,batdongsan_so_com_vn_1670494878.0900686,
7 tỷ VNĐ,Láng, 46m2, 4,, 5,,,17/09/2022,Tin thường,batdongsan_so_com_vn_1670494879.3059247,
"4,222 tỷ VNĐ",Đường Đa Tốn  phường Đa Tốn, 78m2,,,,,,17/09/2022,Tin thường,batdongsan_so_com_vn_1670494881.4140356,
"3,8 tỷ VNĐ",Đường Mỹ Đình phường Mỹ Đình 2, 51m2, 4, 2, 4, 2, 3,17/09/2022,Tin thường,batdongsan_so_com_vn_1670494882.3138807,
"18,69 tỷ VNĐ",Đường Nguyễn Ngọc Vũ phường Trung Hòa, 74m2,, 5, 5,,,17/09/2022,Tin thường,batdongsan_so_com_vn_1670494883.3402326,
"5,1 tỷ VNĐ",Đường Yên Hòa phường Yên Hòa, 57m2,, 3, 4,,,17/09/2022,Tin thường,batdongsan_so_com_vn_1670494884.6463833,
"3,9 tỷ VNĐ","Ngọc Thụy, Long Biên", 33m2, 3, 4, 5, 3, 4,17/09/2022,Tin thường,batdongsan_so_com_vn_1670494885.4846432,
32 tỷ VNĐ,Đường Đại cồ việt phường Lê Đại Hành, 70m2, 5, 8, 6,,,17/09/2022,Tin thường,batdongsan_so_com_vn_1670494886.5137646,
