price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Ngày đăng,Loại tin,id,Hướng
"3,2 tỷ VNĐ",Đường 1 phường Bồ Đề, 68m2, 6, 15, 10, 2, 2,13/07/2022,Tin thường,batdongsan_so_com_vn_1670508079.2327087,
"10,5 tỷ VNĐ",Cầu giấy, 50m2,,,,,,13/07/2022,Tin thường,batdongsan_so_com_vn_1670508080.152249,
"10,5 tỷ VNĐ",Cầu giấy, 50m2,,,,,,13/07/2022,Tin thường,batdongsan_so_com_vn_1670508081.10171,
"4,3 tỷ VNĐ","Trần Phú, Văn Quán, Hà Đông", 30m2, 3, 3, 5, 4,,13/07/2022,Tin thường,batdongsan_so_com_vn_1670508082.155892,
62 tỷ VNĐ,"Lê Trọng Tấn, Thanh Xuân", 182m2,,,,,,13/07/2022,Tin thường,batdongsan_so_com_vn_1670508082.9966464,
66 triệu VNĐ/m2,"Khu Cụm 4, đường mương Đan Hoài, Liên Hà, Đan Phượng, Hà Nội", 70m2, 7,,,,,13/07/2022,Tin thường,batdongsan_so_com_vn_1670508084.4766865, Đông nam
"3,2 tỷ VNĐ",Đường  phường Hoàng Liệt, 68m2,, 1, 25, 2, 2,13/07/2022,Tin thường,batdongsan_so_com_vn_1670508085.6635134,
3 tỷ VNĐ,"Phố Khâm Thiên, Đống đa", 43m2, 6, 2, 3, 3, 3,13/07/2022,Tin thường,batdongsan_so_com_vn_1670508086.542313,
3 tỷ VNĐ,Đường Hoàng Hoa Thám phường Bưởi, 36m2, 4, 3, 5, 3, 5,13/07/2022,Tin thường,batdongsan_so_com_vn_1670508087.4498405,
"9,45 tỷ VNĐ",168 Kim Giang, 70m2, 6,, 5, 6, 5,13/07/2022,Tin thường,batdongsan_so_com_vn_1670508088.6217482,
"14,68 tỷ VNĐ",Mỹ Đình, 110m2,,,,,,13/07/2022,Tin thường,batdongsan_so_com_vn_1670508089.485445,
"2,6 tỷ VNĐ",Đường Vũ Trọng phụng, 28m2,,, 5, 4, 4,13/07/2022,Tin thường,batdongsan_so_com_vn_1670508090.5056427,
"1,9 tỷ VNĐ",Đường Tứ Hiệp phường Tứ Hiệp, 70m2,, 10,, 2, 2,13/07/2022,Tin thường,batdongsan_so_com_vn_1670508091.7673118,
"8,8 tỷ VNĐ","Phố Khương Thượng,Phường , Quận Đống Đa, Thành phố Hà Nội", 40m2,,,,,,13/07/2022,Tin thường,batdongsan_so_com_vn_1670508092.8723145,
"29,89 tỷ VNĐ",Đường Nguyễn Khuyến phường Văn Miếu, 102m2, 4, 15, 6, 10, 12,13/07/2022,Tin thường,batdongsan_so_com_vn_1670508096.8680449,
"14,68 tỷ VNĐ",Mỹ đình, 110m2,,,,,,13/07/2022,Tin thường,batdongsan_so_com_vn_1670508101.0743656,
"29,89 tỷ VNĐ",Đường Nguyễn Khuyến phường Văn Miếu, 102m2, 4, 15, 6, 10, 12,13/07/2022,Tin thường,batdongsan_so_com_vn_1670508102.4686368,
"3,2 tỷ VNĐ",Đường Khu đô thi mới tây nam linh đàm phường Hoàng Liệt, 68m2, 6, 2,, 2, 3,13/07/2022,Tin thường,batdongsan_so_com_vn_1670508103.5838025,
"3,2 tỷ VNĐ",Đường  phường Hoàng Liệt, 74m2,, 15, 2, 2, 2,13/07/2022,Tin thường,batdongsan_so_com_vn_1670508105.0883167,
"3,9 tỷ VNĐ",Đường Ngô Gia Tự phường Ngọc Lâm, 30m2, 3, 2, 4, 4, 4,13/07/2022,Tin thường,batdongsan_so_com_vn_1670508106.348501,
