price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Ngày đăng,Loại tin,id
"2,6 tỷ VNĐ",Đường La Nội phường Dương Nội, 37m2, 4, 3, 4, 3, 3,25/10/2022,Tin thường,batdongsan_so_com_vn_1670474950.7934115
"5,8 tỷ VNĐ",Đường Phú Đô phường Phú Đô, 72m2, 5, 4,,,,25/10/2022,Tin thường,batdongsan_so_com_vn_1670474951.7654474
"4,25 tỷ VNĐ",Đường An Đào D phường Trâu Quỳ, 106m2, 10, 10, 1, 1, 1,25/10/2022,Tin thường,batdongsan_so_com_vn_1670474952.870522
22 tỷ VNĐ,Đường Đặng Tiến Đông phường Trung Liệt, 68m2, 4, 12, 3, 4, 3,25/10/2022,Tin thường,batdongsan_so_com_vn_1670474953.8406186
"4,7 tỷ VNĐ",Đường Đội cấn phường Đội Cấn, 38m2,, 3, 5, 3, 4,25/10/2022,Tin thường,batdongsan_so_com_vn_1670474955.0677545
"11,6 tỷ VNĐ",Đường Nguyễn Khánh Toàn phường Nghĩa Đô, 50m2, 5, 6, 7, 5, 5,25/10/2022,Tin thường,batdongsan_so_com_vn_1670474956.2797995
"3,65 tỷ VNĐ",Đường Khương Đình phường Khương Đình, 38m2, 3, 3, 4, 4, 3,25/10/2022,Tin thường,batdongsan_so_com_vn_1670474957.4162922
4 ngàn VNĐ,Đường Tôn Đức Thắng phường Hàng Bột, 38m2, 5, 2, 5, 3, 4,25/10/2022,Tin thường,batdongsan_so_com_vn_1670474958.4071403
"5,9 tỷ VNĐ",Đường Nguyễn Khang phường Yên Hòa, 45m2, 4, 4, 5, 6,,25/10/2022,Tin thường,batdongsan_so_com_vn_1670474959.8692603
"3,65 tỷ VNĐ",Đường Khương Đình phường Khương Đình, 38m2, 3, 3, 4, 4, 3,25/10/2022,Tin thường,batdongsan_so_com_vn_1670474961.1792917
6 tỷ VNĐ,Đường Phạm Văn Đồng phường Đông Ngạc, 96m2, 10, 50, 30, 3, 2,25/10/2022,Tin thường,batdongsan_so_com_vn_1670474962.226377
,Đường  phường Định Công,,, 20,,,,25/10/2022,Tin thường,batdongsan_so_com_vn_1670474963.3416455
"2,5 tỷ VNĐ",Đường An Trai phường Trạm Trôi, 60m2, 6, 1, 3, 3, 3,25/10/2022,Tin thường,batdongsan_so_com_vn_1670474964.4388537
10 tỷ VNĐ,Đường  phường La Khê, 50m2, 15, 1, 7, 2,,25/10/2022,Tin thường,batdongsan_so_com_vn_1670474965.4217002
49 tỷ VNĐ,Đường Phố Huế phường Cửa Đông, 86m2, 5, 30, 4, 3, 3,25/10/2022,Tin thường,batdongsan_so_com_vn_1670474966.4164615
,Đường Trần Phú phường Văn Quán, 38m2, 3, 3, 3, 3, 2,25/10/2022,Tin thường,batdongsan_so_com_vn_1670474967.5796268
"16,5 triệu VNĐ",Đường Trường Chinh phường Khương Thượng, 57m2, 5, 50, 6, 8, 5,25/10/2022,Tin thường,batdongsan_so_com_vn_1670474971.7576244
9 tỷ VNĐ,Đường Nguyễn Trãi phường Thượng Đình, 50m2, 5, 5, 5, 5, 5,25/10/2022,Tin thường,batdongsan_so_com_vn_1670474973.5211601
5 tỷ VNĐ,Đường Phạm Văn Đồng phường Đông Ngạc, 98m2, 10, 50, 30, 3, 2,25/10/2022,Tin thường,batdongsan_so_com_vn_1670474974.6061964
6 tỷ VNĐ,Đường Nguyễn Trãi phường Thượng Đình, 40m2, 4, 5, 5, 5, 5,25/10/2022,Tin thường,batdongsan_so_com_vn_1670474975.7909079
