price,address,Diện tích,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
"14,8 tỷ VNĐ",Quận Cầu Giấy, 35m2,15/09/2022,Tin thường,batdongsan_so_com_vn_1670495445.7418547,,,,,
"5,8 tỷ VNĐ","Phố Yên Lạc, Phường Thanh Nhàn", 40m2,15/09/2022,Tin thường,batdongsan_so_com_vn_1670495446.8054798, 4, 3, 6, 5, 4
"5,43 tỷ VNĐ","Đường Nguyễn Văn Linh , Phường Phúc Đồng, Quận Long Biên, Hà Nội", 41m2,15/09/2022,Tin thường,batdongsan_so_com_vn_1670495447.8750465, 4,, 5, 3,
"16,9 tỷ VNĐ",Đường Hồng Tiến  phường Bồ Đề, 90m2,15/09/2022,Tin thường,batdongsan_so_com_vn_1670495448.8381763, 7, 40, 2, 2, 1
"6,9 tỷ VNĐ",Đường Trần Duy Hưng phường Trung Hòa, 50m2,15/09/2022,Tin thường,batdongsan_so_com_vn_1670495449.6662579,, 3, 1, 1, 1
65 triệu VNĐ,Đường Quốc lộ 32 phường Tân Lập, 69m2,15/09/2022,Tin thường,batdongsan_so_com_vn_1670495450.7799556, 5,,,,
10 tỷ VNĐ,Bùi Xương Trạch, 60m2,15/09/2022,Tin thường,batdongsan_so_com_vn_1670495451.7508175,,, 6,,
17 tỷ VNĐ,Quận Bắc Từ Liêm, 85m2,15/09/2022,Tin thường,batdongsan_so_com_vn_1670495452.691215,,,,,
"11,5 tỷ VNĐ","Bế Văn Đàn, Hà Đông, Hà Nội", 61m2,15/09/2022,Tin thường,batdongsan_so_com_vn_1670495453.9356828,, 10, 5, 5,
"3,5 tỷ VNĐ",Đường Đình Thôn phường Mỹ Đình 1, 36m2,15/09/2022,Tin thường,batdongsan_so_com_vn_1670495454.7995198, 5, 3, 5, 4, 4
"2,65 tỷ VNĐ",Đường Tam Trinh phường Mai Động, 28m2,15/09/2022,Tin thường,batdongsan_so_com_vn_1670495455.827687, 3, 3, 4, 3, 3
"6,3 tỷ VNĐ","Chính Kinh, Thanh Xuân", 45m2,15/09/2022,Tin thường,batdongsan_so_com_vn_1670495456.9814305, 3, 3, 5, 3, 4
"4,4 tỷ VNĐ",Đường Cầu Giấy phường Dịch Vọng, 40m2,15/09/2022,Tin thường,batdongsan_so_com_vn_1670495457.9653552, 3, 2, 4, 4, 3
30 tỷ VNĐ,Đường Thái Hà phường Trung Liệt, 88m2,15/09/2022,Tin thường,batdongsan_so_com_vn_1670495459.1811116, 7, 5, 8, 8, 8
"6,8 tỷ VNĐ",đường Lê Đức Thọ, 55m2,15/09/2022,Tin thường,batdongsan_so_com_vn_1670495460.3159635, 5, 2, 6, 8, 8
"6,3 tỷ VNĐ","Chính Kinh, Thanh Xuân", 45m2,15/09/2022,Tin thường,batdongsan_so_com_vn_1670495461.3460186, 3, 3, 5, 3, 4
"2,48 tỷ VNĐ",nguyễn tuân, 70m2,15/09/2022,Tin thường,batdongsan_so_com_vn_1670495462.6949193,,, 1, 2, 1
"6,8 tỷ VNĐ",đường Phạm Văn Đồng, 50m2,15/09/2022,Tin thường,batdongsan_so_com_vn_1670495463.7824285, 4, 2, 7,,
"4,65 tỷ VNĐ",Tự Khoát Ngũ Hiệp HN, 61m2,15/09/2022,Tin thường,batdongsan_so_com_vn_1670495464.9607737,,,,,
"4,5 tỷ VNĐ","Tam Hiệp, Văn Điển HN", 45m2,15/09/2022,Tin thường,batdongsan_so_com_vn_1670495466.5785367,,,,,
