price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Ngày đăng,Loại tin,id
"4,7 tỷ VNĐ",Đường Ngô Thì Nhậm phường Quang Trung, 45m2, 4, 3, 4, 4, 3,24/10/2022,Tin thường,batdongsan_so_com_vn_1670475144.1560721
"5,4 tỷ VNĐ",Đường Ngọc Thụy phường Ngọc Thụy, 40m2, 3, 8, 5, 5, 5,24/10/2022,Tin thường,batdongsan_so_com_vn_1670475145.4466963
"6,3 tỷ VNĐ","Hoàng Cầu, Đống Đa, Hà Nội", 29m2, 3,, 6, 3, 4,24/10/2022,Tin thường,batdongsan_so_com_vn_1670475146.6096878
"34,5 tỷ VNĐ",võ chí công, 104m2,,,,,,14/10/2022,Tin thường,batdongsan_so_com_vn_1670475147.698703
"36,5 tỷ VNĐ","Hoàng Cầu, Đống Đa, Hà Nội", 130m2, 9,, 2, 2, 2,24/10/2022,Tin thường,batdongsan_so_com_vn_1670475149.072919
"6,5 tỷ VNĐ",Đường Minh Khai phường Minh Khai, 56m2, 5, 2, 5, 5, 6,24/10/2022,Tin thường,batdongsan_so_com_vn_1670475154.0029607
95 tỷ VNĐ,Đường Vũ Trọng Phụng phường Thanh Xuân Trung, 190m2, 8, 26, 8, 6, 6,24/10/2022,Tin thường,batdongsan_so_com_vn_1670475155.135073
"7,1 tỷ VNĐ",Đường Yên Vĩnh phường Kim Chung, 86m2, 9, 3, 1, 1,,24/10/2022,Tin thường,batdongsan_so_com_vn_1670475156.900663
10 tỷ VNĐ,Nguyễn Thái Học- Hà Đông, 60m2,,, 5,,,24/10/2022,Tin thường,batdongsan_so_com_vn_1670475158.1452422
"4,7 tỷ VNĐ",Văn Quán, 31m2, 11,, 5, 4, 4,24/10/2022,Tin thường,batdongsan_so_com_vn_1670475159.6279283
"4,3 tỷ VNĐ",Lê Trọng Tấn, 30m2,,, 5, 4, 4,24/10/2022,Tin thường,batdongsan_so_com_vn_1670475160.8157537
7 tỷ VNĐ,Đường 19 tháng 5 phường Biên Giang, 60m2, 4, 10, 4, 5, 5,24/10/2022,Tin thường,batdongsan_so_com_vn_1670475162.4529777
"2,85 tỷ VNĐ",Đường Yên Vĩnh phường Kim Chung, 40m2, 3, 3, 4, 4,,24/10/2022,Tin thường,batdongsan_so_com_vn_1670475163.508894
"4,5 tỷ VNĐ",Nguyễn Thái Học- Hà Đông, 48m2,,, 5,,,24/10/2022,Tin thường,batdongsan_so_com_vn_1670475164.6368787
"4,5 tỷ VNĐ",Bế văn Đàn- Hà Đông, 48m2,,, 5,,,24/10/2022,Tin thường,batdongsan_so_com_vn_1670475165.51258
"3,6 tỷ VNĐ",Đường Văn Phú phường Phú La, 38m2, 4, 3, 5, 4, 4,24/10/2022,Tin thường,batdongsan_so_com_vn_1670475166.6965163
"5,8 tỷ VNĐ",Đường Ngọc Thụy phường Ngọc Thụy, 40m2, 4, 4, 5, 4, 4,24/10/2022,Tin thường,batdongsan_so_com_vn_1670475167.624072
"3,85 tỷ VNĐ",Đường Mễ Trì Hạ phường Mễ Trì, 36m2, 5, 1, 5, 4,,24/10/2022,Tin thường,batdongsan_so_com_vn_1670475168.5552514
"5,5 tỷ VNĐ",Đường Bồ Đề phường Bồ Đề, 50m2, 4, 3, 4, 4, 4,24/10/2022,Tin thường,batdongsan_so_com_vn_1670475169.7583523
"25,5 tỷ VNĐ",Đường Lạc Long Quân phường Xuân La, 70m2, 6, 6, 7, 5, 8,24/10/2022,Tin thường,batdongsan_so_com_vn_1670475170.662852
