price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Ngày đăng,Loại tin,id
"14,5 tỷ VNĐ","Đường Nguyễn Hoàng Tôn, Xuân La, Tây Hồ", 118m2, 4, 30, 2, 4, 2,27/11/2022,Tin thường,batdongsan_so_com_vn_1670443061.5725536
"4,8 tỷ VNĐ","Đường Trường Chinh, Phương Mai, Thanh Xuân", 35m2, 3, 1, 5, 4, 4,27/11/2022,Tin thường,batdongsan_so_com_vn_1670443063.5796418
828 triệu VNĐ,"Đường Tả Thanh Oai, Tả Thanh Oai, Thanh Trì", 20m2, 4, 5, 3, 2, 1,27/11/2022,Tin thường,batdongsan_so_com_vn_1670443066.1156657
"2,5 tỷ VNĐ",Bạch Mai - Hà Nội, 45m2,,,,,,27/11/2022,Tin thường,batdongsan_so_com_vn_1670443068.7477899
"2,7 tỷ VNĐ","Đường Văn Chương, Văn Chương, Đống Đa", 42m2, 4, 3, 5, 4,,27/11/2022,Tin thường,batdongsan_so_com_vn_1670443070.780844
4 tỷ VNĐ,Hai Bà Trưng, 39m2, 4,, 5, 4, 4,27/11/2022,Tin thường,batdongsan_so_com_vn_1670443072.6132715
"6,95 tỷ VNĐ","Đường Khương Trung, Khương Trung, Thanh Xuân", 42m2, 4, 2, 6, 3, 5,27/11/2022,Tin thường,batdongsan_so_com_vn_1670443074.6635425
21 tỷ VNĐ,phường nghĩa đô, 65m2,,,,,,27/11/2022,Tin thường,batdongsan_so_com_vn_1670443077.5406444
3 tỷ VNĐ,Phố Nam Dư- Hoàng Mai Hà Nội, 35m2,,, 4,,,27/11/2022,Tin thường,batdongsan_so_com_vn_1670443079.4133418
"6,8 tỷ VNĐ","Đường Chùa Bộc, Quang Trung, Đống Đa", 40m2, 4, 10, 5, 6,,27/11/2022,Tin thường,batdongsan_so_com_vn_1670443081.6812818
46 tỷ VNĐ,Đường Bưởi Ba Đình Hà Nội, 160m2, 21,,,,,27/11/2022,Tin thường,batdongsan_so_com_vn_1670443084.8844326
"3,1 tỷ VNĐ","Đường Nguyễn Ngọc Vũ, Trung Hòa, Cầu Giấy", 77m2, 8, 50, 7, 2, 2,27/11/2022,Tin thường,batdongsan_so_com_vn_1670443087.480475
"1,6 tỷ VNĐ","Đường Quốc lộ 5, Đa Tốn, Gia Lâm", 60m2, 6, 30, 20, 2, 1,27/11/2022,Tin thường,batdongsan_so_com_vn_1670443090.166053
"8,4 tỷ VNĐ","Đường Chùa Láng, Láng Thượng, Đống Đa", 71m2, 8, 2, 6, 10, 10,27/11/2022,Tin thường,batdongsan_so_com_vn_1670443092.4824896
"5,1 tỷ VNĐ",Nguyễn Khánh Toàn Cầu Giấy Hà Nội, 43m2, 4,, 5,,,27/11/2022,Tin thường,batdongsan_so_com_vn_1670443095.117409
"4,3 tỷ VNĐ","Đường Mỹ Đình, Mỹ Đình 2, Nam Từ Liêm", 42m2,, 2, 5, 3, 4,27/11/2022,Tin thường,batdongsan_so_com_vn_1670443097.251643
"9,85 tỷ VNĐ","Đường Hoàng Văn Thái, Khương Mai, Thanh Xuân", 45m2, 7, 4, 8, 4, 7,27/11/2022,Tin thường,batdongsan_so_com_vn_1670443099.2624927
"23,5 tỷ VNĐ","Đường Võ Chí Công, Nghĩa Đô, Cầu Giấy", 68m2, 6, 15, 7, 6, 7,27/11/2022,Tin thường,batdongsan_so_com_vn_1670443101.2565777
"6,8 tỷ VNĐ","Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội", 43m2,,,,,,27/11/2022,Tin thường,batdongsan_so_com_vn_1670443103.6377957
"2,35 tỷ VNĐ","Đường Đại lộ Thăng Long, Đông La, Hoài Đức", 45m2, 4, 3, 4, 4, 3,27/11/2022,Tin thường,batdongsan_so_com_vn_1670443105.9614599
