price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Ngày đăng,Loại tin,id
"1,9 tỷ VNĐ",Đường Tỉnh lộ 422 phường Trạm Trôi, 32m2, 3, 1, 3, 3, 3,26/09/2022,Tin thường,batdongsan_so_com_vn_1670493093.626436
"11,5 tỷ VNĐ",Đường Đầm Trấu phường Bạch Đằng, 80m2, 6, 15, 7, 5, 8,26/09/2022,Tin thường,batdongsan_so_com_vn_1670493096.2284753
64 tỷ VNĐ,Đường Hàng Giầy phường Lý Thái Tổ, 91m2, 7,,,,,26/09/2022,Tin thường,batdongsan_so_com_vn_1670493100.1683092
"7,9 tỷ VNĐ",Đường Quan Hoa phường Quan Hoa, 59m2, 4, 1, 4, 4, 4,26/09/2022,Tin thường,batdongsan_so_com_vn_1670493101.660321
"12,3 tỷ VNĐ",Đường Nguyễn Trãi phường Thanh Xuân Bắc, 68m2, 5, 1,,,,26/09/2022,Tin thường,batdongsan_so_com_vn_1670493103.7174509
7 tỷ VNĐ,đường Hoàng Công Chất, 65m2, 4, 3, 4, 4,,26/09/2022,Tin thường,batdongsan_so_com_vn_1670493105.0219622
"6,2 tỷ VNĐ",đường Văn Tiến Dũng, 106m2, 6, 4, 1,,,26/09/2022,Tin thường,batdongsan_so_com_vn_1670493106.1060627
"2,75 tỷ VNĐ",ĐA SỸ - KIẾN HƯNG - HÀ ĐÔNG, 33m2,,, 4, 4,,26/09/2022,Tin thường,batdongsan_so_com_vn_1670493107.910239
2 tỷ VNĐ,Đường Bát Khối phường Bát Khối, 52m2, 4,,,,,26/09/2022,Tin thường,batdongsan_so_com_vn_1670493109.0192738
"24,99 tỷ VNĐ",Kim Mã Ba Đình Hà Nội, 50m2,,, 5, 2, 3,26/09/2022,Tin thường,batdongsan_so_com_vn_1670493110.2236423
"2,05 tỷ VNĐ",Đường Phùng Hưng phường Phúc La, 70m2, 7, 10, 30, 2, 2,26/09/2022,Tin thường,batdongsan_so_com_vn_1670493111.377558
"28,6 tỷ VNĐ",Đường Võng Thị phường Bưởi, 150m2, 6, 2, 8, 30, 30,26/09/2022,Tin thường,batdongsan_so_com_vn_1670493113.247557
"14,3 tỷ VNĐ","KĐT Định Công, quận Hoàng Mai, Hà Nội", 66m2, 4, 6, 5, 6, 7,25/09/2022,Tin thường,batdongsan_so_com_vn_1670493114.71763
12 tỷ VNĐ,"Trần Quốc Hoàn, Cầu Giấy", 40m2, 4,, 6, 6, 6,25/09/2022,Tin thường,batdongsan_so_com_vn_1670493117.0783145
"2,75 tỷ VNĐ",Đa Sỹ - Kiến Hưng - Hà Đông - Hà Nội, 33m2,,, 4, 4,,25/09/2022,Tin thường,batdongsan_so_com_vn_1670493118.347465
"6,5 tỷ VNĐ",Vũ Tông Phan, 40m2,,, 5,,,25/09/2022,Tin thường,batdongsan_so_com_vn_1670493120.745249
"2,8 tỷ VNĐ",Đường 19/12 phường Chương Dương Độ, 30m2, 3, 3, 5, 3, 4,25/09/2022,Tin thường,batdongsan_so_com_vn_1670493122.6196914
"3,5 tỷ VNĐ","cự lộc, thanh xuân hà nội.", 42m2, 3, 11, 5, 6, 4,25/09/2022,Tin thường,batdongsan_so_com_vn_1670493130.622291
"6,5 tỷ VNĐ",Khương Hạ, 42m2,,, 5,,,25/09/2022,Tin thường,batdongsan_so_com_vn_1670493133.2732031
"21,5 tỷ VNĐ",Hoàng như tiếp, 187m2, 9, 5, 1, 1, 1,25/09/2022,Tin thường,batdongsan_so_com_vn_1670493135.0494535
