price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Ngày đăng,Loại tin,id
"4,5 tỷ VNĐ","Đường Đội cấn, Đội Cấn, Ba Đình", 30m2, 3, 2, 5, 3, 4,09/11/2022,Tin thường,batdongsan_so_com_vn_1670468313.064096
"15,5 tỷ VNĐ","Đường Quang Trung, Quang Trung, Hà Đông", 80m2, 4, 24, 7, 6, 4,09/11/2022,Tin thường,batdongsan_so_com_vn_1670468315.761541
"3,7 tỷ VNĐ","Đường Tân Mai, Tân Mai, Hoàng Mai", 36m2, 3, 4, 5, 4, 4,09/11/2022,Tin thường,batdongsan_so_com_vn_1670468317.7409017
,"Đường Bằng Liệt, Hoàng Liệt, Hoàng Mai",,, 2, 4, 3,,09/11/2022,Tin thường,batdongsan_so_com_vn_1670468319.7078269
"6,1 tỷ VNĐ","Đường Trần Phú, Mộ Lao, Hà Đông", 136m2, 12, 18,, 3, 3,09/11/2022,Tin thường,batdongsan_so_com_vn_1670468321.7200513
899 triệu VNĐ,"Đường Thống Nhất, Ngọc Thụy, Long Biên", 132m2, 6,,,,,09/11/2022,Tin thường,batdongsan_so_com_vn_1670468324.026225
"4,9 tỷ VNĐ","Đường Thái Thịnh, Láng Hạ, Đống Đa", 40m2, 4, 3, 5, 4, 4,09/11/2022,Tin thường,batdongsan_so_com_vn_1670468325.93905
4 tỷ VNĐ,Cầu diễn, 38m2, 4, 3, 1, 1,,09/11/2022,Tin thường,batdongsan_so_com_vn_1670468328.243207
"3,5 tỷ VNĐ","Đường Quan Nhân, Nhân Chính, Thanh Xuân", 37m2, 4, 3, 4, 3, 4,09/11/2022,Tin thường,batdongsan_so_com_vn_1670468330.5732942
"3,5 tỷ VNĐ","Đường Thượng Thanh, Thượng Thanh, Long Biên", 32m2, 5, 1, 5, 3, 3,09/11/2022,Tin thường,batdongsan_so_com_vn_1670468332.8054228
"3,35 tỷ VNĐ","Đường Tố Hữu, Dương Nội, Hà Đông", 90m2,, 20, 15, 3, 2,09/11/2022,Tin thường,batdongsan_so_com_vn_1670468335.1316206
18 tỷ VNĐ,"Đường Nhân Hòa, Nhân Chính, Thanh Xuân", 42m2, 4, 10, 6, 6, 5,09/11/2022,Tin thường,batdongsan_so_com_vn_1670468336.9516854
"6,4 tỷ VNĐ",Kiến Hưng - Hà Đông, 60m2, 5,,,,,09/11/2022,Tin thường,batdongsan_so_com_vn_1670468339.108249
33 tỷ VNĐ,"Triệu Việt Vương, Hai Bà Trưng, Hà Nội", 45m2, 5, 12, 4, 4, 4,09/11/2022,Tin thường,batdongsan_so_com_vn_1670468342.9336486
"15,6 tỷ VNĐ",Lê Lai- Hà Đông, 70m2, 6,,,,,09/11/2022,Tin thường,batdongsan_so_com_vn_1670468345.4538724
"3,5 tỷ VNĐ","Đức Giang, Thượng Thanh, Long Biên", 47m2, 5,,,,,09/11/2022,Tin thường,batdongsan_so_com_vn_1670468347.8332238
"7,6 tỷ VNĐ","Đường Tô Vĩnh Diện, Khương Trung, Thanh Xuân", 36m2, 6, 7, 5, 3, 5,09/11/2022,Tin thường,batdongsan_so_com_vn_1670468349.6602826
3 tỷ VNĐ,"Đường Khương Trung, Khương Trung, Thanh Xuân", 36m2, 3, 3, 3, 3, 3,09/11/2022,Tin thường,batdongsan_so_com_vn_1670468352.4001343
"2,4 tỷ VNĐ",Thụy Phương, 45m2, 3, 3, 2, 3,,09/11/2022,Tin thường,batdongsan_so_com_vn_1670468355.2416704
4 tỷ VNĐ,"Đường Định Công, Định Công, Hoàng Mai", 38m2, 3, 1, 5, 3, 4,09/11/2022,Tin thường,batdongsan_so_com_vn_1670468357.8201554
