price,address,Diện tích,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
"3,55 tỷ VNĐ",Ngọc Thụy, 62m2,14/07/2022,Tin thường,batdongsan_so_com_vn_1670507914.8678994,,,,,
"10,5 tỷ VNĐ",Cầu giấy, 50m2,13/07/2022,Tin thường,batdongsan_so_com_vn_1670507915.8722136,,,,,
"6,3 tỷ VNĐ","Bát Khối, Tư Đình", 56m2,14/07/2022,Tin thường,batdongsan_so_com_vn_1670507926.289363,,,,,
"3,4 tỷ VNĐ",Đường Khương Trung phường Khương Trung, 36m2,14/07/2022,Tin thường,batdongsan_so_com_vn_1670507927.1802619, 3, 4, 5, 4, 5
"3,57 tỷ VNĐ","Trường Lâm, Long Biên, Hà Nội", 33m2,14/07/2022,Tin thường,batdongsan_so_com_vn_1670507928.0848439,,,,,
17 tỷ VNĐ,Đường Nguyễn Văn Cừ phường Ngọc Lâm, 60m2,14/07/2022,Tin thường,batdongsan_so_com_vn_1670507929.7417276, 4, 10, 7, 6, 6
"2,55 tỷ VNĐ",Đường Phúc Lợi phường Phúc Lợi, 30m2,14/07/2022,Tin thường,batdongsan_so_com_vn_1670507930.6403246, 3, 2, 5, 3, 4
"2,6 tỷ VNĐ",Đường Thanh Am phường Thượng Thanh, 59m2,14/07/2022,Tin thường,batdongsan_so_com_vn_1670507931.9801793, 4,,,,
"3,4 tỷ VNĐ",Đường Nguyễn Lương Bằng phường Quang Trung, 30m2,14/07/2022,Tin thường,batdongsan_so_com_vn_1670507932.9944656, 3, 3, 5, 3, 5
60 tỷ VNĐ,quancaugiay, 110m2,07/12/2020,Tin thường,batdongsan_so_com_vn_1670507933.9215033,,,,,
200 tỷ VNĐ,quancaugiaty, 610m2,07/12/2020,Tin thường,batdongsan_so_com_vn_1670507935.0365198,,,,,
39 tỷ VNĐ,quanthanhxuan, 137m2,05/12/2020,Tin thường,batdongsan_so_com_vn_1670507936.0787342,,,,,
42 tỷ VNĐ,quanthanhxuan, 110m2,05/12/2020,Tin thường,batdongsan_so_com_vn_1670507937.095373,,,,,
31 tỷ VNĐ,quanthanhxuan, 73m2,07/12/2020,Tin thường,batdongsan_so_com_vn_1670507938.1226263,,,,,
46 tỷ VNĐ,quancaugiay, 160m2,05/12/2020,Tin thường,batdongsan_so_com_vn_1670507939.394189,,,,,
110 tỷ VNĐ,quancaugiay, 240m2,04/12/2020,Tin thường,batdongsan_so_com_vn_1670507940.223972,,,,,
138 tỷ VNĐ,quancaugiay, 250m2,04/12/2020,Tin thường,batdongsan_so_com_vn_1670507941.2124107,,,,,
205 tỷ VNĐ,quancaugiay, 400m2,04/12/2020,Tin thường,batdongsan_so_com_vn_1670507942.2266977,,,,,
40 tỷ VNĐ,quanthanhxuan, 95m2,04/12/2020,Tin thường,batdongsan_so_com_vn_1670507943.1083405,,,,,
