price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Ngày đăng,Loại tin,id,Hướng
45 tỷ VNĐ,"lạc long quân, xuân la, Tây Hồ", 360m2, 12, 8, 4, 8, 8,03/12/2022,Tin thường,batdongsan_so_com_vn_1670441093.7284384,
"2,9 tỷ VNĐ","Đường Quan Nhân, Nhân Chính, Thanh Xuân", 32m2, 4, 3, 4,,,03/12/2022,Tin thường,batdongsan_so_com_vn_1670441096.569433,
75 tỷ VNĐ,Vũ Hữu Lợi Haii Bà Trưng Hà Nội, 133m2, 6,,,,,03/12/2022,Tin thường,batdongsan_so_com_vn_1670441099.695915,
"3,95 tỷ VNĐ","Đường Lê Duẩn, Trung Phụng, Đống Đa", 35m2, 4, 2, 4, 4, 4,03/12/2022,Tin thường,batdongsan_so_com_vn_1670441101.9583666,
"3,8 tỷ VNĐ","Đường Phạm Văn Đồng, Đông Ngạc, Bắc Từ Liêm", 86m2,, 15,,,,03/12/2022,Tin thường,batdongsan_so_com_vn_1670441104.3228836,
"1,85 tỷ VNĐ","Ngõ 44 Thương Phúc, Tả Thanh Oai, Thanh Trì", 53m2, 4, 3,,,,03/12/2022,Tin thường,batdongsan_so_com_vn_1670441106.5606935, Bắc
"6,4 tỷ VNĐ","Đường Trương Định, Trương Định, Hai Bà Trưng", 48m2,, 2, 5, 10, 10,03/12/2022,Tin thường,batdongsan_so_com_vn_1670441109.10579,
"7,5 tỷ VNĐ","Đường Việt Hưng, Phường Việt Hưng, quận Long Biên, Hà Nội", 42m2,,, 4, 3,,03/12/2022,Tin thường,batdongsan_so_com_vn_1670441111.692382,
"6,7 tỷ VNĐ",xã Trạch mỹ lộc, 670m2,,,,,,03/12/2022,Tin thường,batdongsan_so_com_vn_1670441114.2413707,
"7,6 tỷ VNĐ","Đường Xuân Đỉnh, Xuân Đỉnh, Bắc Từ Liêm", 50m2, 4, 7, 6, 5, 4,03/12/2022,Tin thường,batdongsan_so_com_vn_1670441116.088279,
"6,4 tỷ VNĐ","Đường Trương Định, Trương Định, Hai Bà Trưng", 47m2,, 2, 5, 10, 10,03/12/2022,Tin thường,batdongsan_so_com_vn_1670441118.4447565,
"6,4 tỷ VNĐ","Đường Trương Định, Trương Định, Hai Bà Trưng", 48m2,, 2, 5, 10, 10,03/12/2022,Tin thường,batdongsan_so_com_vn_1670441120.9576783,
"6,8 tỷ VNĐ","Đường Lê Trọng Tấn, Khương Mai, Thanh Xuân", 52m2, 1, 4, 3, 4, 3,03/12/2022,Tin thường,batdongsan_so_com_vn_1670441123.444271,
,"Đường Trần Duy Hưng, Trung Hòa, Cầu Giấy", 112m2,, 10,,,,03/12/2022,Tin thường,batdongsan_so_com_vn_1670441125.6146393,
"4,2 tỷ VNĐ",Đầm Trấu - Hà Nội, 50m2,,,,,,03/12/2022,Tin thường,batdongsan_so_com_vn_1670441128.016991,
"1,5 tỷ VNĐ","Đường Quốc Lộ 6A, Phụng Châu, Chương Mỹ", 30m2, 4, 1, 3, 3, 2,03/12/2022,Tin thường,batdongsan_so_com_vn_1670441130.4592526, Tây nam
5 tỷ VNĐ,"Đường Đê La Thành, Ô Chợ Dừa, Đống Đa", 150m2,, 40,, 3, 2,03/12/2022,Tin thường,batdongsan_so_com_vn_1670441132.4774134,
"3,75 tỷ VNĐ","Đường Khương Trung, Khương Trung, Thanh Xuân", 40m2,, 3, 3, 3, 2,03/12/2022,Tin thường,batdongsan_so_com_vn_1670441134.732166,
"4,6 tỷ VNĐ","khu đô thị Vinhomes samrt city Tây Mỗ, Nam Từ Liêm Hà Nội", 79m2,,,, 3, 2,03/12/2022,Tin thường,batdongsan_so_com_vn_1670441137.1797898, Đông bắc
"7,85 tỷ VNĐ",Văn Khê - Hà Đông, 50m2, 4,,,,,03/12/2022,Tin thường,batdongsan_so_com_vn_1670441139.3326259,
