price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Ngày đăng,Loại tin,id,Hướng
"12,75 tỷ VNĐ","NGUYỄN TRÃI, THANH XUÂN, HÀ NỘI", 50m2, 4, 6, 6, 7, 8,26/05/2022,Tin thường,batdongsan_so_com_vn_1670473465.808701,
"14,5 tỷ VNĐ","đường Nguyễn Văn Trỗi, quận Thanh Xuân, Hà Nội", 80m2, 6, 10, 6, 8, 9,04/06/2022,Tin thường,batdongsan_so_com_vn_1670473468.4278066,
"18,5 tỷ VNĐ","Đường Trương Định, quận Hoàng Mai, Hà Nội", 74m2, 5, 12, 5, 4, 6,10/06/2022,Tin thường,batdongsan_so_com_vn_1670473471.1120393,
"3,9 tỷ VNĐ","Đường Hoàng Mai, quận Hoàng Mai, Hà Nội", 30m2, 4, 2, 5, 3, 4,14/06/2022,Tin thường,batdongsan_so_com_vn_1670473473.5944657,
"1,5 tỷ VNĐ","Đường Tỉnh lộ 419, Tân Xã, Thạch Thất", 129m2, 6,,,,,29/10/2022,Tin thường,batdongsan_so_com_vn_1670473476.069901,
27 tỷ VNĐ,"Văn Quán, Hà Đông, Hà Nội", 76m2, 5,, 4, 6, 4,29/10/2022,Tin thường,batdongsan_so_com_vn_1670473478.7620132,
"5,85 tỷ VNĐ","Đường Khương Trung mới, khương trung, Thanh Xuân", 52m2, 3, 2, 5, 6, 4,29/10/2022,Tin thường,batdongsan_so_com_vn_1670473481.4527674,
"14,5 tỷ VNĐ","Đường Bà Triệu, Kiến Hưng, Hà Đông", 135m2, 9, 1, 4,,,29/10/2022,Tin thường,batdongsan_so_com_vn_1670473484.1252704,
16 tỷ VNĐ,Dịch Vọng Cầu Giấy Hà Nội, 117m2, 5,,,,,28/10/2022,Tin thường,batdongsan_so_com_vn_1670473486.4927695,
"41,5 tỷ VNĐ",Vũ Tông Phan Thanh Xuân, 100m2, 5,, 9, 9, 9,28/10/2022,Tin thường,batdongsan_so_com_vn_1670473489.410622,
"2,7 tỷ VNĐ","Cầu Bươu, Tả Thanh Oai", 39m2,,,,,,28/10/2022,Tin thường,batdongsan_so_com_vn_1670473491.7784653,
,"Đường Lê Trọng Tấn, Khương Mai, Thanh Xuân", 55m2,, 4, 4,,,28/10/2022,Tin thường,batdongsan_so_com_vn_1670473494.7123942,
"1,45 tỷ VNĐ","Đường Xa La, Kiến Hưng, Hà Đông", 70m2,, 1,,,,28/10/2022,Tin thường,batdongsan_so_com_vn_1670473498.050043,
5 tỷ VNĐ,"Đường Hoàng Hoa Thám, Ngọc Hà, Ba Đình", 50m2, 5, 3, 5, 4, 4,28/10/2022,Tin thường,batdongsan_so_com_vn_1670473500.8029637,
"17,9 tỷ VNĐ","Đường Đào Tấn, Cống Vị, Ba Đình", 91m2, 6, 3, 4, 5, 4,28/10/2022,Tin thường,batdongsan_so_com_vn_1670473503.2736819, Đông
"8,9 tỷ VNĐ","Đường Phú Hựu, Bồ Đề, Long Biên", 80m2, 4, 7, 4, 5, 5,28/10/2022,Tin thường,batdongsan_so_com_vn_1670473505.9387312,
"4,7 tỷ VNĐ",Trần Phú, 36m2, 5,, 5, 4, 4,28/10/2022,Tin thường,batdongsan_so_com_vn_1670473508.5544167,
"7,824 tỷ VNĐ","Đường Nguyễn Văn Cừ, Long Biên, Long Biên", 180m2,, 2, 20, 4, 3,28/10/2022,Tin thường,batdongsan_so_com_vn_1670473511.571921, Tây
"6,5 tỷ VNĐ","Phan Trọng Tuệ, Thanh Liệt", 55m2,,,,,,28/10/2022,Tin thường,batdongsan_so_com_vn_1670473514.2031138,
1 tỷ VNĐ,"Đường Đê Trần Khát Chân, Thanh Nhàn, Hai Bà Trưng", 32m2, 4, 1, 1, 2, 1,28/10/2022,Tin thường,batdongsan_so_com_vn_1670473516.7033498,
