id,date,exp_date,house_direction,balcony_direction,bedroom,toilet,legit,furniture,floor,facade,entrance,city,district,ward,street,area,price
batdongsan_com_vn_35893797,05/12/2022,12/12/2022,None,None,2,2,Sổ đỏ/ Sổ hồng,Full đồ.,None,None,None,Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,Đường Phạm Văn Đồng,63.0,2200.0
batdongsan_com_vn_36034574,05/12/2022,15/12/2022,None,None,3,None,None,,4,None,None,Hà Nội,Đống Đa,Phường Ô Chợ Dừa,Phố Tôn Đức Thắng,20.0,2600.0
batdongsan_com_vn_35791217,05/12/2022,15/12/2022,None,None,None,None,Có sổ,,None,4 m,None,Hà Nội,Ba Đình,Phường Ngọc Hà,Đường Ngọc Hà,66.0,18000.0
batdongsan_com_vn_35790945,05/12/2022,15/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,6,5.6 m,None,Hà Nội,Cầu Giấy,Phường Mai Dịch,Phố Doãn Kế Thiện,40.0,13800.0
batdongsan_com_vn_35790470,05/12/2022,15/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,None,3.7 m,None,Hà Nội,Tây Hồ,Phường Nhật Tân,Đường Nhật Chiêu,75.0,32900.0
batdongsan_com_vn_35780822,05/12/2022,15/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,5,None,None,Hà Nội,Đống Đa,Phường Láng Hạ,Đường Nguyễn Chí Thanh,100.0,23000.0
batdongsan_com_vn_35780793,05/12/2022,15/12/2022,None,None,None,None,Sổ đỏ,,5,None,None,Hà Nội,Cầu Giấy,Phường Trung Hòa,Phố Đỗ Quang,40.0,14500.0
batdongsan_com_vn_35970403,05/12/2022,12/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng.,,None,42 m,60,Hà Nội,Nam Từ Liêm,Phường Phương Canh,Đường 70,775.0,120000.0
batdongsan_com_vn_35780764,05/12/2022,15/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,None,None,None,Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Phố Phùng Chí Kiên,91.0,13600.0
batdongsan_com_vn_35780724,05/12/2022,15/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,None,None,None,Hà Nội,Cầu Giấy,Phường Dịch Vọng,None,300.0,79900.0
batdongsan_com_vn_35780694,05/12/2022,15/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,None,4.3 m,None,Hà Nội,Thanh Xuân,Phường Phương Liệt,Phố Phố Vọng,82.0,35000.0
batdongsan_com_vn_35780666,05/12/2022,15/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,7,None,None,Hà Nội,Hoàn Kiếm,Phường Phan Chu Trinh,Đường Phạm Ngũ Lão,210.0,158000.0
batdongsan_com_vn_35958859,26/11/2022,04/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,5,6 m,None,Hà Nội,Thanh Xuân,Phường Nhân Chính,None,56.0,5600.0
batdongsan_com_vn_34931147,25/11/2022,02/12/2022,None,None,3,2,None,,None,None,None,Hà Nội,Bắc Từ Liêm,Phường Xuân Đỉnh,Đường Xuân Đỉnh,100.0,3100.0
batdongsan_com_vn_35946977,25/11/2022,02/12/2022,None,None,5,5,Pháp lí sổ đỏ chính chủ,,5,3.6 m,3,Hà Nội,Bắc Từ Liêm,Phường Minh Khai,Đường Cầu Diễn,45.0,4500.0
batdongsan_com_vn_35932182,23/11/2022,30/11/2022,None,None,15,15,Pháp lí: Sổ đỏ chính chủ.,,5,5.3 m,4,Hà Nội.,Nam Từ Liêm,Phường Mỹ Đình 1,Đường Mỹ Đình,100.0,8500.0
batdongsan_com_vn_35944233,27/11/2022,04/12/2022,Tây - Bắc,Đông - Nam,2,2,"Sổ hồng lâu dài, không để ngân hàng",Đầy đủ,None,None,None,Hà Nội,Hà Đông,Phường Kiến Hưng,None,72.0,2300.0
batdongsan_com_vn_35964210,27/11/2022,04/12/2022,None,None,None,None,None,,None,None,None,Hà Nội,Đống Đa,Phường Trung Tự,Phố Tôn Đức Thắng,70.0,1780.0
batdongsan_com_vn_35888657,27/11/2022,04/12/2022,Bắc,Đông - Nam,3,2,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,None,None,None,Hà Nội,Thanh Xuân,Phường Khương Đình,Phố Vũ Tông Phan,89.0,4200.0
batdongsan_com_vn_35912875,27/11/2022,04/12/2022,Đông - Bắc,Tây - Nam,3,3,Sổ đỏ/ Sổ hồng.,,None,7 m,30,Hà Nội,Thanh Trì,Xã Tân Triều,Đường Nguyễn Xiển,85.0,17000.0
batdongsan_com_vn_35945404,25/11/2022,02/12/2022,None,None,4,4,Sổ đỏ/ Sổ hồng,,3,9 m,8,Hà Nội,Thanh Xuân,Phường Hạ Đình,Đường Kim Giang,170.0,13200.0
batdongsan_com_vn_35165654,27/11/2022,04/12/2022,Đông - Nam,None,None,None,Sổ đỏ/ Sổ hồng.,,None,None,11,Hà Nội,Hoài Đức,Xã Vân Canh,None,68.8,5228.8
batdongsan_com_vn_35961568,27/11/2022,07/12/2022,Đông - Bắc,Đông - Nam,2,1,Hợp đồng mua bán,Đầy đủ,None,None,None,Hà Nội,Hoàng Mai,None,None,45.0,1220.0
batdongsan_com_vn_35964195,27/11/2022,04/12/2022,None,None,None,None,None,,None,None,None,Hà Nội,Đống Đa,Phường Trung Liệt,Phố Thái Thịnh,125.0,1900.0
batdongsan_com_vn_35960619,27/11/2022,04/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,None,16 m,100,Hà Nội,Bắc Từ Liêm,Phường Xuân Đỉnh,Đường Phạm Văn Đồng,500.0,120000.0
batdongsan_com_vn_34300173,25/11/2022,05/12/2022,Đông - Nam,Tây - Bắc,3,2,Sổ đỏ/ Sổ hồng.,"Full CĐT - Bàn giao full tiêu chuẩn chủ đầu tư thiết bị cao cấp, sang trọng.",None,None,None,Hà Nội.,Nam Từ Liêm,Phường Tây Mỗ,None,105.0,4600.0
batdongsan_com_vn_35954445,25/11/2022,02/12/2022,None,Đông,4,3,Sổ đỏ/ Sổ hồng,Cơ bản,4,4 m,5,Hà Nội,Hà Đông,Phường Yên Nghĩa,Đường Quốc lộ 6,32.0,2200.0
batdongsan_com_vn_35953967,25/11/2022,02/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,None,6 m,None,Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,None,70.0,15000.0
batdongsan_com_vn_35953773,25/11/2022,10/12/2022,Đông - Nam,None,None,None,None,,None,None,None,Hà Nội,Hà Đông,Phường Quang Trung,Đường Ngô Gia Tự,50.0,7600.0
batdongsan_com_vn_35952861,25/11/2022,05/12/2022,Đông - Nam,Đông - Nam,2,1,Sổ đỏ/ Sổ hồng,Đầy đủ,None,None,None,Hà Nội,Cầu Giấy,Phường Trung Hòa,Đường Trần Duy Hưng,60.0,3000.0
batdongsan_com_vn_35952838,25/11/2022,02/12/2022,Đông - Nam,Tây - Bắc,3,2,Sổ đỏ/ Sổ hồng,Full nội thất gỗ.,None,None,None,Hà Nội,Cầu Giấy,Phường Yên Hòa,Đường Phạm Văn Bạch,96.0,6100.0
batdongsan_com_vn_30355163,24/11/2022,04/12/2022,Đông - Nam,None,None,None,Sổ đỏ,,None,4.5 m,None,Hà Nội,Hà Đông,Phường Phúc La,Đường Nguyễn Khuyến,81.0,13500.0
batdongsan_com_vn_33560194,25/11/2022,02/12/2022,Đông - Bắc,Tây - Nam,2,2,None,,None,None,None,Hà Nội,Hai Bà Trưng,Phường Vĩnh Tuy,Đường Minh Khai,74.83,3500.0
batdongsan_com_vn_34811558,18/11/2022,28/11/2022,Đông,Nam,4,4,None,Nội thất đầy đủ,3,8 m,10,Hà Nội,Hà Đông,Phường La Khê,Đường Lê Trọng Tấn,120.0,18000.0
batdongsan_com_vn_35670672,25/11/2022,05/12/2022,Đông - Nam,Tây - Bắc,13,13,Sổ đỏ.,,7,5 m,3,Hà Nội,Hoàng Mai,Phường Tương Mai,Đường Nguyễn Đức Cảnh,55.0,9300.0
batdongsan_com_vn_35951198,25/11/2022,05/12/2022,Đông - Bắc,None,None,3,Sổ đỏ/ Sổ hồng,Cơ bản,4,3.3 m,None,Hà Nội,Đống Đa,Phường Ngã Tư Sở,Phố Thái Thịnh,36.5,14600.0
batdongsan_com_vn_35951893,25/11/2022,02/12/2022,None,None,5,4,None,Nội thất cao cấp.,5,5.5 m,None,Hà Nội,Cầu Giấy,Phường Yên Hòa,Đường Dương Quảng Hàm,60.0,10500.0
batdongsan_com_vn_35951832,25/11/2022,05/12/2022,Tây - Bắc,Tây - Bắc,7,7,Sổ đỏ/ Sổ hồng,Đầy đủ,None,7.1 m,60,Hà Nội,Hà Đông,Phường Quang Trung,Đường Quang Trung,135.0,53000.0
batdongsan_com_vn_35780605,05/12/2022,15/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,8,None,None,Hà Nội,Cầu Giấy,Phường Mai Dịch,Đường Mạc Thái Tông,254.0,250000.0
batdongsan_com_vn_35780452,05/12/2022,15/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,6,None,None,Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Đường Võ Chí Công,55.0,14800.0
batdongsan_com_vn_35780377,05/12/2022,15/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,9,12 m,None,Hà Nội,Cầu Giấy,Phường Dịch Vọng,Phố Chùa Hà,272.0,150000.0
batdongsan_com_vn_33316689,05/12/2022,15/12/2022,None,None,6,None,Có sổ,,4,None,None,Hà Nội,Tây Hồ,Phường Xuân La,Đường Lạc Long Quân,276.0,48000.0
batdongsan_com_vn_33332139,05/12/2022,15/12/2022,None,None,None,None,Sổ đỏ,,5,None,None,Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Đường Võ Chí Công,57.0,31500.0
batdongsan_com_vn_33305778,05/12/2022,15/12/2022,None,None,36,None,None,,9,9 m,None,Hà Nội,Cầu Giấy,Phường Dịch Vọng,None,150.0,74000.0
batdongsan_com_vn_33305834,05/12/2022,15/12/2022,None,None,None,None,None,,None,None,None,Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,Đường Duy Tân,2000.0,1100000.0
batdongsan_com_vn_36034655,05/12/2022,12/12/2022,Tây - Nam,None,None,None,Sổ đỏ sẵn sàng giao dịch,,None,3.7 m,4,Hà Nội,Thanh Trì,Xã Tả Thanh Oai,Đường Tả Thanh Oai,37.0,2200.0
batdongsan_com_vn_36034254,05/12/2022,04/01/2023,None,None,3,2,Sổ đỏ.,Cao cấp.,None,None,None,Hà Nội,Tây Hồ,Phường Phú Thượng,Đường Võ Chí Công,130.0,3500.0
batdongsan_com_vn_36033623,05/12/2022,13/12/2022,None,None,3,2,Sổ đỏ/ Sổ hồng,Cơ bản,None,None,None,Hà Nội,Đông Anh,Xã Đông Hội,Đường 5,82.0,2050.0
batdongsan_com_vn_35547994,05/12/2022,12/12/2022,None,None,3,2,Sổ đỏ/ Sổ hồng,Đầy đủ,3,3.25 m,2,Hà Nội,Ba Đình,Phường Ngọc Khánh,Đường Nguyễn Chí Thanh,54.0,6800.0
batdongsan_com_vn_36032897,05/12/2022,12/12/2022,Đông - Nam,None,2,2,Sổ đỏ/ Sổ hồng,,None,None,None,Hà Nội,Cầu Giấy,Phường Trung Hòa,Đường Nguyễn Chánh,94.0,3250.0
batdongsan_com_vn_36033581,05/12/2022,15/12/2022,None,None,4,4,Sổ đỏ/ Sổ hồng.,Đầy đủ.,3,7 m,15,Hà Nội,Tây Hồ,Phường Phú Thượng,Đường Lạc Long Quân,140.0,46500.0
batdongsan_com_vn_35596961,05/12/2022,12/12/2022,None,None,4,4,Sổ đỏ/ Sổ hồng,Đầy đủ,5,9.8 m,7,Hà Nội,Ba Đình,Phường Ngọc Hà,Đường Hoàng Hoa Thám,44.0,11500.0
batdongsan_com_vn_34473550,02/12/2022,09/12/2022,None,None,None,None,None,,None,None,None,Hà Nội,Thanh Xuân,Phường Khương Mai,Đường Lê Trọng Tấn,78.0,4000.0
batdongsan_com_vn_36033783,05/12/2022,12/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng.,,4,4.4 m,10,Hà Nội,Hai Bà Trưng,Phường Thanh Lương,Phố Lạc Trung,69.0,14000.0
batdongsan_com_vn_36033139,05/12/2022,15/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,None,None,9,Hà Nội,Đông Anh,Xã Thụy Lâm,Đường Hà Lâm 2,109.4,2625.6000000000004
batdongsan_com_vn_35838702,05/12/2022,12/12/2022,None,None,6,4,Sổ đỏ/ Sổ hồng,Đầy đủ,5,8 m,2,Hà Nội,Ba Đình,Phường Cống Vị,Đường Phan Kế Bính,73.0,6600.0
batdongsan_com_vn_36034482,05/12/2022,15/12/2022,None,None,6,4,Sổ đỏ/ Sổ hồng,Đầy đủ,5,3.8 m,None,Hà Nội,Ba Đình,Phường Đội Cấn,Đường Đội Cấn,55.0,14000.0
batdongsan_com_vn_36032871,05/12/2022,12/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng.,,None,4 m,6,Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,Phố Trần Quốc Hoàn,35.0,7300.0
batdongsan_com_vn_36033395,05/12/2022,12/12/2022,None,Đông - Nam,3,2,None,,None,None,None,Hà Nội,Tây Hồ,Phường Phú Thượng,None,160.0,10560.0
batdongsan_com_vn_35950781,05/12/2022,13/12/2022,None,None,None,None,None,,None,None,None,Hà Nội,Đống Đa,Phường Trung Liệt,Phố Thái Hà,75.0,22000.0
batdongsan_com_vn_35885219,05/12/2022,12/12/2022,None,None,4,5,Hợp đồng mua bán,,5,7.4 m,17,Hà Nội,Bắc Từ Liêm,Phường Tây Tựu,Đường Tây Thăng Long,261.0,41499.0
batdongsan_com_vn_36020192,03/12/2022,10/12/2022,None,None,None,3,Sổ đỏ/ Sổ hồng.,,4,4.76 m,None,Hà Nội,Hai Bà Trưng,Phường Minh Khai,Đường Minh Khai,48.8,2590.0
batdongsan_com_vn_36033685,05/12/2022,15/12/2022,Tây - Nam,Đông - Bắc,3,2,None,Cơ bản,None,None,None,Hà Nội,Long Biên,Phường Bồ Đề,Đường Nguyễn Văn Cừ,113.0,4900.0
batdongsan_com_vn_35854653,05/12/2022,12/12/2022,None,None,None,None,None,,None,None,None,Hà Nội,Hai Bà Trưng,Phường Bạch Mai,Phố Hồng Mai,32.0,3200.0
batdongsan_com_vn_36033378,05/12/2022,12/12/2022,None,None,3,3,Sổ đỏ/ Sổ hồng.,,4,None,None,Hà Nội,Tây Hồ,Phường Xuân La,Đường Xuân La,58.0,4700.0
batdongsan_com_vn_36033346,05/12/2022,15/12/2022,Đông - Nam,Tây - Bắc,3,2,Sổ đỏ/ Sổ hồng.,Đầy đủ.,None,None,None,Hà Nội,Tây Hồ,Phường Phú Thượng,Đường Lạc Long Quân,114.0,5700.0
batdongsan_com_vn_35943561,05/12/2022,12/12/2022,Đông - Bắc,None,1,None,Sổ đỏ/ Sổ hồng,,None,None,None,Hà Nội,Gia Lâm,Xã Dương Xá,None,30.0,950.0
batdongsan_com_vn_36031598,05/12/2022,12/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,7,None,None,Hà Nội,Cầu Giấy,Phường Nghĩa Tân,Đường Hoàng Quốc Việt,80.0,29000.0
batdongsan_com_vn_36034425,05/12/2022,12/12/2022,None,None,4,4,Sổ đỏ/ Sổ hồng,,4,None,None,Hà Nội,Ba Đình,Phường Cống Vị,Đường Phan Kế Bính,90.0,24000.0
batdongsan_com_vn_35679178,05/12/2022,12/12/2022,None,None,2,2,Sổ đỏ/ Sổ hồng,Đầy đủ,3,3.5 m,5,Hà Nội,Ba Đình,Phường Liễu Giai,Phố Liễu Giai,24.0,4500.0
batdongsan_com_vn_36033183,05/12/2022,12/12/2022,None,None,4,4,Sổ đỏ/ Sổ hồng.,"Nội thất: Sàn gỗ, tủ bếp, tay vịn, bằng gỗ Lim nguyên khối. Thiết bị vệ sinh các phòng ToTo cao cấp.",6,4.8 m,None,Hà Nội,Tây Hồ,Phường Bưởi,Đường Võ Chí Công,55.0,14500.0
batdongsan_com_vn_36034277,05/12/2022,15/12/2022,None,None,4,3,Sổ đỏ,,4,5.4 m,4,Hà Nội,Ba Đình,Phường Đội Cấn,Đường Đội Cấn,60.0,7950.0
batdongsan_com_vn_35052748,05/12/2022,12/12/2022,None,None,3,None,Sổ đỏ/ Sổ hồng,,None,None,None,Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 1,đường Mỹ Đình,45.0,3650.0
batdongsan_com_vn_36033148,05/12/2022,12/12/2022,Tây - Bắc,Đông - Nam,3,2,None,,None,None,None,Hà Nội,Cầu Giấy,Phường Dịch Vọng,None,118.0,3690.0
batdongsan_com_vn_36033260,05/12/2022,12/12/2022,None,None,3,None,Sổ đỏ chính chủ.,,5,4 m,None,Hà Nội,Đống Đa,Phường Ngã Tư Sở,Đường Tây Sơn,30.0,3150.0
batdongsan_com_vn_35230761,05/12/2022,12/12/2022,Đông,Tây,2,2,Sổ đỏ/ Sổ hồng,Full.,None,None,None,Hà Nội,Hai Bà Trưng,Phường Vĩnh Tuy,Đường Minh Khai,70.0,4550.0
batdongsan_com_vn_36032980,05/12/2022,12/12/2022,None,None,4,5,Sổ đỏ/ Sổ hồng,,4,14 m,13.5,Hà Nội,Cầu Giấy,Phường Dịch Vọng,Đường Thọ Tháp,200.0,72000.0
batdongsan_com_vn_34401157,03/12/2022,10/12/2022,None,None,4,3,Sổ đỏ/ Sổ hồng,Nội thất cơ bản.,4,5.1 m,4,Hà Nội,Nam Từ Liêm,Thị trấn Cầu Diễn,Đường Hàm Nghi,55.0,7800.0
batdongsan_com_vn_35296636,28/11/2022,08/12/2022,None,None,None,None,None,,None,None,None,Hà Nội,Hoài Đức,Xã Vân Canh,None,75.0,5650.0
batdongsan_com_vn_34826629,04/12/2022,11/12/2022,None,None,5,4,Sổ đỏ/ Sổ hồng,Tặng nội thất cơ bản,5,4.4 m,3,Hà Nội,Ba Đình,Phường Cống Vị,Đường Đào Tấn,45.0,6000.0
batdongsan_com_vn_36033176,05/12/2022,15/12/2022,None,None,None,None,None,Cơ bản.,None,None,None,Hà Nội,Tây Hồ,Phường Phú Thượng,None,141.5,9000.0
batdongsan_com_vn_32366913,04/12/2022,11/12/2022,None,None,4,3,Sổ đỏ/ Sổ hồng,Nội Thất cơ bản.,4,4 m,3,Hà Nội.,Cầu Giấy,Phường Yên Hòa,Đường Nguyễn Khang,42.0,5000.0
batdongsan_com_vn_36034087,05/12/2022,15/12/2022,None,None,5,4,Sổ đỏ/ Sổ hồng,,None,4.5 m,None,Hà Nội,Ba Đình,Phường Ngọc Khánh,Đường Trần Huy Liệu,160.0,8500.0
batdongsan_com_vn_36034051,05/12/2022,12/12/2022,None,None,3,2,Sổ đỏ/ Sổ hồng,Đầy đủ,None,None,None,Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 1,Đường Phạm Hùng,110.0,6100.0
batdongsan_com_vn_36034084,05/12/2022,20/12/2022,None,None,4,4,Sổ đỏ/ Sổ hồng,,4,5.5 m,20,Hà Nội,Ba Đình,Phường Trúc Bạch,Phố Châu Long,102.0,48000.0
batdongsan_com_vn_35675967,28/11/2022,08/12/2022,Đông - Nam,Tây - Bắc,2,2,Sổ đỏ/ Sổ hồng,Full nt,None,None,None,Hà Nội,Thanh Xuân,Phường Kim Giang,Đường Kim Giang,71.0,2950.0
batdongsan_com_vn_36024111,03/12/2022,10/12/2022,None,None,20,20,Sổ đỏ,,8,None,None,Hà Nội,Đống Đa,Phường Láng Hạ,Phố Láng Hạ,77.0,13700.0
batdongsan_com_vn_36021976,03/12/2022,10/12/2022,None,None,12,12,Sổ đỏ,Cao cấp.,8,8 m,10,Hà Nội,Đống Đa,Phường Láng Hạ,Đường Huỳnh Thúc Kháng,90.0,27000.0
batdongsan_com_vn_36034614,05/12/2022,15/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,Đầy đủ,7,None,None,Hà Nội,Đống Đa,Phường Ngã Tư Sở,Phố Thái Hà,56.0,16000.0
batdongsan_com_vn_35681542,05/12/2022,12/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,Cao cấp.,7,None,None,Hà Nội,Cầu Giấy,Phường Trung Hòa,Đường Vũ Phạm Hàm,81.0,21000.0
batdongsan_com_vn_36034473,05/12/2022,15/12/2022,Đông - Bắc,Tây - Nam,3,2,Sổ đỏ/ Sổ hồng.,Đầy đủ.,None,None,None,Hà Nội,Gia Lâm,Xã Dương Xá,None,75.0,2560.0
batdongsan_com_vn_36033457,05/12/2022,12/12/2022,None,None,4,4,Đã có sổ đỏ chính chủ,Để lại toàn bộ,5,4 m,3,Hà Nội,Thanh Xuân,Phường Thanh Xuân Nam,None,36.0,4100.0
batdongsan_com_vn_36033519,05/12/2022,12/12/2022,None,None,3,4,Sổ đỏ,Cơ bản,5,3.5 m,None,Hà Nội,Long Biên,Phường Thượng Thanh,None,31.0,3300.0
batdongsan_com_vn_36034491,05/12/2022,15/12/2022,Tây - Bắc,Tây - Bắc,5,5,Sổ đỏ/ Sổ hồng.,Cơ bản.,5,5 m,13,Hà Nội,Gia Lâm,Xã Dương Xá,Đường Hải Âu 3,80.0,7600.0
batdongsan_com_vn_36033687,05/12/2022,15/12/2022,None,None,3,4,Sổ đỏ/ Sổ hồng,Cơ bản,4,4.3 m,3,Hà Nội,Ba Đình,Phường Kim Mã,Phố Kim Mã,41.0,4850.0
batdongsan_com_vn_36034533,05/12/2022,15/12/2022,Đông - Nam,Đông - Nam,6,6,Sổ đỏ/ Sổ hồng.,Cơ bản,4,16.5 m,20,Hà Nội,Gia Lâm,Xã Dương Xá,Đường Ngọc Trai 15-20,300.0,48000.0
batdongsan_com_vn_35599744,02/12/2022,09/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,5,5 m,None,Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Phố Phùng Chí Kiên,100.0,17000.0
batdongsan_com_vn_35358896,05/12/2022,12/12/2022,None,None,None,None,None,Cao cấp,5,None,None,Hà Nội,Cầu Giấy,Phường Trung Hòa,Đường Trần Kim Xuyến,90.0,35000.0
batdongsan_com_vn_36034258,05/12/2022,15/12/2022,Đông - Bắc,Tây - Nam,2,1,Sổ đỏ/ Sổ hồng,Đầy đủ.,None,None,None,Hà Nội,Gia Lâm,Xã Dương Xá,None,54.0,1750.0
batdongsan_com_vn_36034463,05/12/2022,12/12/2022,None,None,4,5,Sổ đỏ/ Sổ hồng,Đầy đủ,4,10 m,15,Hà Nội,Hà Đông,Phường Hà Cầu,Đường Tô Hiệu,187.0,23500.0
batdongsan_com_vn_36033900,05/12/2022,12/12/2022,None,None,2,2,Sổ đỏ/ Sổ hồng,Đầy đủ,None,None,None,Hà Nội,Nam Từ Liêm,Phường Mễ Trì,Đường Phạm Hùng,70.0,3850.0
batdongsan_com_vn_35343625,05/12/2022,12/12/2022,None,None,5,5,Sổ đỏ/ Sổ hồng,Cao cấp,4,7.1 m,5,Hà Nội,Ba Đình,Phường Kim Mã,Đường Giang Văn Minh,95.0,19300.0
batdongsan_com_vn_36034100,05/12/2022,15/12/2022,None,None,3,None,Sổ đỏ/ Sổ hồng.,,4,6.2 m,3,Hà Nội,Hoàng Mai,Phường Lĩnh Nam,Đường Lĩnh Nam,30.0,3250.0
batdongsan_com_vn_35182379,02/12/2022,09/12/2022,None,None,5,4,Sổ đỏ/ Sổ hồng,,5,6 m,6,Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Phố Phạm Tuấn Tài,82.0,20000.0
batdongsan_com_vn_36033749,05/12/2022,15/12/2022,None,None,1,1,Sổ đỏ/ Sổ hồng,Đầy đủ,None,None,None,Hà Nội,Nam Từ Liêm,Phường Tây Mỗ,None,28.0,1500.0
batdongsan_com_vn_36034057,05/12/2022,12/12/2022,Đông - Bắc,Tây - Nam,2,2,None,Đầy đủ.,None,None,None,Hà Nội,Hoàng Mai,Phường Hoàng Liệt,None,67.0,1600.0
batdongsan_com_vn_36034139,05/12/2022,12/12/2022,None,None,None,None,None,,None,None,None,Hà Nội,Hoàng Mai,Phường Yên Sở,Đường Pháp Vân,96.0,4250.0
batdongsan_com_vn_35264608,05/12/2022,13/12/2022,None,None,None,None,None,,6,6.2 m,None,Hà Nội,Hai Bà Trưng,Phường Phố Huế,Phố Bà Triệu,135.0,90000.0
batdongsan_com_vn_36033746,05/12/2022,12/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,None,None,None,Hà Nội,Nam Từ Liêm,Phường Tây Mỗ,Đường Đại lộ Thăng Long,57.4,7650.0
batdongsan_com_vn_35805083,05/12/2022,12/12/2022,Tây - Nam,Tây - Bắc,2,1,Hợp đồng mua bán,,None,None,None,Hà Nội,Thanh Xuân,Phường Nhân Chính,Đường Lê Văn Lương,62.0,4300.0
batdongsan_com_vn_36033976,05/12/2022,15/12/2022,None,None,3,None,Sổ đỏ/ Sổ hồng.,,3,4 m,3,Hà Nội,Hoàng Mai,Phường Lĩnh Nam,Đường Nam Dư,52.0,3650.0
batdongsan_com_vn_35627081,05/12/2022,12/12/2022,Tây - Nam,Tây - Bắc,4,3,Hợp đồng mua bán,,None,None,None,Hà Nội,Thanh Xuân,Phường Nhân Chính,Đường Lê Văn Lương,158.88,11064.0
batdongsan_com_vn_36033379,05/12/2022,04/01/2023,None,None,4,3,Có sổ,Đầy đủ,4,4 m,4,Hà Nội,Ba Đình,Phường Phúc Xá,Đường Tân Ấp,50.0,4800.0
batdongsan_com_vn_32725408,05/12/2022,12/12/2022,None,None,None,None,None,,4,None,None,Hà Nội,Hoàng Mai,Phường Đại Kim,Đường Nguyễn Cảnh Dị,72.0,12960.0
batdongsan_com_vn_35664194,31/10/2022,29/01/2023,Tây - Nam,None,None,None,Sổ đỏ/ Sổ hồng.,,None,268 m,None,Hà Nội,Long Biên,Phường Long Biên,None,268.0,40200.0
batdongsan_com_vn_35122414,07/11/2022,05/02/2023,None,None,None,None,None,,14,11 m,None,Hà Nội,Cầu Giấy,Phường Trung Hòa,Đường Trần Duy Hưng,250.0,249000.0
batdongsan_com_vn_35746077,07/11/2022,05/02/2023,Nam,Nam,5,5,None,,6,6 m,30,Hà Nội,Tây Hồ,Phường Phú Thượng,Đường Lạc Long Quân,120.0,32000.0
batdongsan_com_vn_35121567,07/11/2022,05/02/2023,None,None,None,None,None,,5,8 m,None,Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,Phố Khúc Thừa Dụ,175.0,147000.0
batdongsan_com_vn_36033963,05/12/2022,12/12/2022,None,None,2,2,Sổ đỏ/ Sổ hồng,Đầy đủ.,None,None,None,Hà Nội,Hoàng Mai,Phường Hoàng Liệt,Đường Trần Thủ Độ,68.0,2300.0
batdongsan_com_vn_36034537,05/12/2022,13/12/2022,None,None,8,12,Sổ đỏ/ Sổ hồng,Đầy đủ,10,6.8 m,7,Hà Nội,Ba Đình,Phường Liễu Giai,Đường Đội Cấn,100.0,39000.0
batdongsan_com_vn_36034356,05/12/2022,12/12/2022,None,None,2,2,Sổ đỏ/ Sổ hồng,Đầy đủ,None,None,None,Hà Nội,Hoàng Mai,Phường Yên Sở,Đường Tam Trinh,74.0,2560.0
batdongsan_com_vn_35680919,05/12/2022,12/12/2022,None,None,4,4,Sổ đỏ/ Sổ hồng,Cao cấp,5,10 m,8,Hà Nội,Ba Đình,Phường Ngọc Hà,Đường Hoàng Hoa Thám,50.0,11000.0
batdongsan_com_vn_36033897,05/12/2022,15/12/2022,None,None,3,None,None,Tiêu chuẩn bàn giao.,None,None,None,Hà Nội,Gia Lâm,Xã Đa Tốn,None,115.2,6300.0
