id,date,exp_date,house_direction,balcony_direction,bedroom,toilet,legit,furniture,floor,facade,entrance,city,district,ward,street,area,price
batdongsan_com_vn_35339744,25/11/2022,05/12/2022,Nam,Bắc,3,2,None,,None,None,None,Hà Nội,Tây Hồ,Phường Phú Thượng,None,100.0,4000.0
batdongsan_com_vn_35747475,28/11/2022,08/12/2022,Nam,Bắc,2,2,Sổ đỏ/ Sổ hồng,,None,None,None,Hà Nội,Tây Hồ,Phường Phú Thượng,Đường Võ Chí Công,80.74,3496.0419999999995
batdongsan_com_vn_35981012,29/11/2022,06/12/2022,None,None,3,3,Sổ đỏ/ Sổ hồng,Đầy đủ,None,None,None,Hà Nội,Cầu Giấy,Phường Yên Hòa,Đường Dương Đình Nghệ,131.0,5900.0
batdongsan_com_vn_35968324,28/11/2022,08/12/2022,None,None,5,None,Sổ đỏ/ Sổ hồng.,Cơ bản.,5,None,None,Hà Nội,Long Biên,Phường Bồ Đề,Đường Bồ Đề,52.0,6750.0
batdongsan_com_vn_35957404,26/11/2022,03/12/2022,None,None,3,2,Sổ đỏ/ Sổ hồng,"Nội thất đầy đủ: Thiết bị điện tử(tivi, tủ lạnh, máy giặt), hệ thống bếp, tủ bếp, điều hòa, giường tủ quần áo...",None,None,None,Hà Nội,Nam Từ Liêm,Thị trấn Cầu Diễn,Đường Hàm Nghi,119.0,5800.0
batdongsan_com_vn_35980998,29/11/2022,06/12/2022,None,None,6,6,Đã có sổ đỏ,Đầy đủ,6,5.1 m,30,Hà Nội,Đống Đa,Phường Ô Chợ Dừa,Phố Xã Đàn,80.0,28000.0
batdongsan_com_vn_35499847,26/11/2022,03/12/2022,None,None,6,4,Sổ đỏ,Đầy đủ.,5,4.6 m,None,Hà Nội,Hà Đông,Phường Quang Trung,Đường Quang Trung,78.0,6100.0
batdongsan_com_vn_35751705,26/11/2022,03/12/2022,None,None,4,3,Sổ đỏ/ Sổ hồng,Đầy đủ.,4,5 m,None,Hà Nội,Hà Đông,Phường Quang Trung,Đường Quang Trung,48.0,6200.0
batdongsan_com_vn_35055115,28/11/2022,05/12/2022,None,None,4,3,Sổ đỏ,Đầy đủ.,4,4 m,None,Hà Nội,Hà Đông,Phường Văn Quán,Đường 19/5,43.0,3800.0
batdongsan_com_vn_35980995,29/11/2022,06/12/2022,None,None,3,4,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,5,4 m,2.5,Hà Nội,Nam Từ Liêm,Phường Phú Đô,Đường Lê Quang Đạo,35.0,4000.0
batdongsan_com_vn_35971010,28/11/2022,05/12/2022,None,None,4,3,Sổ đỏ/ Sổ hồng,Đầy đủ.,4,4.5 m,None,Hà Nội,Thanh Xuân,Phường Nhân Chính,Phố Quan Nhân,51.0,5150.0
batdongsan_com_vn_35635248,28/11/2022,05/12/2022,None,None,4,3,Sổ đỏ/ Sổ hồng.,Đầy đủ.,4,4.1 m,8,Hà Nội,Nam Từ Liêm,Phường Trung Văn,đường Trung Văn,55.0,4800.0
batdongsan_com_vn_33946919,29/11/2022,06/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng.,,None,4.4 m,3,Hà Nội,Thanh Trì,Thị trấn Văn Điển,Đường Ngọc Hồi,58.0,3800.0
batdongsan_com_vn_35778722,28/11/2022,05/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,Đầy đủ.,None,4.8 m,None,Hà Nội,Hà Đông,Phường Vạn Phúc,Phố Vạn Phúc,35.0,3880.0
batdongsan_com_vn_35948160,25/11/2022,05/12/2022,None,None,2,2,None,,None,None,None,Hà Nội,Nam Từ Liêm,Thị trấn Cầu Diễn,Đường Trần Hữu Dực,80.0,3100.0
batdongsan_com_vn_35888201,28/11/2022,05/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng.,,None,4 m,None,Hà Nội,Long Biên,Phường Thượng Thanh,None,44.0,2700.0
batdongsan_com_vn_35793139,29/11/2022,06/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng.,,None,7 m,8,Hà Nội,Hoàng Mai,Phường Thịnh Liệt,Đường Giải Phóng,336.0,23000.0
batdongsan_com_vn_35980986,29/11/2022,06/12/2022,None,None,4,4,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,5,4 m,3,Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,Đường Nhân Mỹ,35.0,4000.0
batdongsan_com_vn_35050433,29/11/2022,06/12/2022,None,None,13,26,None,,6,None,None,Hà Nội,Tây Hồ,Phường Yên Phụ,đường Nghi Tàm,150.0,25500.0
batdongsan_com_vn_35920029,29/11/2022,06/12/2022,Đông,None,None,None,Sổ đỏ/ Sổ hồng,,5,9 m,None,Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Đường Nguyễn Văn Huyên,180.0,88000.0
batdongsan_com_vn_35926414,23/11/2022,23/12/2022,None,None,1,1,Sổ đỏ/ Sổ hồng,,2,3.7 m,5,Hà Nội,Hai Bà Trưng,Phường Đồng Tâm,Phố Lê Thanh Nghị,50.0,11800.0
batdongsan_com_vn_35639367,29/11/2022,06/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,None,None,None,Hà Nội,Tây Hồ,Phường Quảng An,Đường Âu Cơ,97.0,9000.0
batdongsan_com_vn_35800157,29/11/2022,06/12/2022,Đông,Đông,5,5,Sổ đỏ/ Sổ hồng,Cao cấp,7,5 m,4,Hà Nội,Ba Đình,Phường Ngọc Hà,Đường Hoàng Hoa Thám,50.0,10400.0
batdongsan_com_vn_35718281,29/11/2022,06/12/2022,None,None,3,3,Sổ đỏ.,Cao cấp.,5,3.5 m,4,Hà Nội,Cầu Giấy,Phường Quan Hoa,Đường Nguyễn Khánh Toàn,36.0,4000.0
batdongsan_com_vn_35737441,29/11/2022,06/12/2022,None,None,3,2,None,,None,None,None,Hà Nội,Hoàng Mai,Phường Đại Kim,Đường Nguyễn Phan Chánh,80.0,2850.0
batdongsan_com_vn_35470139,29/11/2022,06/12/2022,None,None,6,5,Sổ đỏ,Nội thất ngoại nhập.,4,10 m,15,Hà Nội,Hoàng Mai,Phường Hoàng Liệt,Đường Bằng A,200.0,42000.0
batdongsan_com_vn_35672321,29/11/2022,06/12/2022,None,None,4,4,Sổ đỏ/ Sổ hồng,,5,5.5 m,15,Hà Nội,Tây Hồ,Phường Xuân La,Đường Xuân La,85.0,22000.0
batdongsan_com_vn_35817767,29/11/2022,06/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,None,6.5 m,20,Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Phố Hoàng Sâm,140.0,21000.0
batdongsan_com_vn_31726450,29/11/2022,06/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,None,7 m,15,Hà Nội,Cầu Giấy,Phường Mai Dịch,Đường Dương Khuê,100.0,18000.0
batdongsan_com_vn_35044974,29/11/2022,06/12/2022,None,None,3,4,Sổ đỏ.,,3,8.6 m,25,Hà Nội,Cầu Giấy,Phường Quan Hoa,Đường Nguyễn Khánh Toàn,225.0,70000.0
batdongsan_com_vn_35653190,28/11/2022,05/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng.,Toàn bộ nội thất.,6,None,None,Hà Nội,Hoàng Mai,Phường Lĩnh Nam,Đường Nam Dư,33.0,3150.0
batdongsan_com_vn_35758828,08/11/2022,06/02/2023,Đông - Nam,None,2,1,Sổ hồng chính chủ.,,None,None,None,Hà Nội,Đống Đa,Phường Trung Tự,Đường Tôn Thất Tùng,32.5,1450.0
batdongsan_com_vn_33741785,11/10/2022,09/01/2023,None,None,5,4,Sổ đỏ/ Sổ hồng,Nội thất chất lượng cao,9,8 m,11,Hà Nội,Cầu Giấy,Phường Trung Hòa,Đường Nguyễn Khang,161.0,52900.0
batdongsan_com_vn_35442556,11/10/2022,09/01/2023,None,None,None,None,Đang chờ sổ,Bàn giao Chủ đầu tư,1,None,None,Hà Nội.,Nam Từ Liêm,Phường Tây Mỗ,None,73.3,12000.0
batdongsan_com_vn_35363943,04/10/2022,02/01/2023,Đông - Nam,None,None,None,Đã có sổ đỏ,,None,5 m,4,Hà Nội,Hà Đông,Phường Phú Lãm,Đường 21B,85.0,4420.0
batdongsan_com_vn_35976025,29/11/2022,09/12/2022,Đông - Nam,Đông - Nam,2,2,Sổ đỏ/ Sổ hồng,Đầy đủ,None,None,None,Hà Nội,Bắc Từ Liêm,Phường Cổ Nhuế 1,Đường Phạm Văn Đồng,70.0,2000.0
batdongsan_com_vn_35980949,29/11/2022,06/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,None,5 m,6,Hà Nội,Long Biên,Phường Long Biên,Đường Tư Đình,55.0,4450.0
batdongsan_com_vn_35862205,29/11/2022,06/12/2022,None,None,5,None,Sổ đỏ/ Sổ hồng,Không nội thất.,5,6 m,None,Hà Nội,Long Biên,Phường Ngọc Lâm,Đường Nguyễn Văn Cừ,93.0,10500.0
batdongsan_com_vn_35791591,29/11/2022,09/12/2022,None,None,7,4,Sổ đỏ/ Sổ hồng.,Đầy đủ,5,3.8 m,4,Hà Nội,Thanh Trì,Xã Thanh Liệt,Đường Kim Giang,58.0,8500.0
batdongsan_com_vn_35937906,29/11/2022,06/12/2022,None,None,None,None,None,,None,None,None,Hà Nội,Hoài Đức,Xã Di Trạch,None,40.0,3000.0
batdongsan_com_vn_35852617,29/11/2022,09/12/2022,None,Đông - Nam,2,2,Hợp đồng mua bán,,None,None,None,Hà Nội,Đông Anh,Xã Đông Hội,Đường 5,77.0,1771.0
batdongsan_com_vn_21908036,29/11/2022,06/12/2022,None,None,2,1,Đã có sổ hồng.,"Nội thất liền tường. Nội thất căn bản có sàn gỗ, trần thạch cao, tường sơn bả, đèn down light âm trần, thiết bị vệ sinh căn bản. Ngoài ra có thêm các đồ nội thất khác",None,None,None,Hà Nội,Hoàng Mai,Phường Yên Sở,None,52.0,1690.0
batdongsan_com_vn_35980935,29/11/2022,06/12/2022,None,None,None,None,None,,4,5 m,None,Hà Nội,Hoài Đức,Xã Vân Canh,None,100.0,12500.0
batdongsan_com_vn_35099228,22/11/2022,02/12/2022,None,None,3,4,Sổ đỏ/ Sổ hồng.,Đầy đủ.,5,4 m,3,Hà Nội,Long Biên,Phường Phúc Đồng,Đường Nguyễn Văn Linh,35.0,2900.0
batdongsan_com_vn_35975646,29/11/2022,13/12/2022,Đông - Bắc,Tây - Nam,2,2,Sổ đỏ/ Sổ hồng,Đầy đủ,None,None,None,Hà Nội,Hoài Đức,Xã An Khánh,None,66.0,1950.0
batdongsan_com_vn_35980933,29/11/2022,06/12/2022,None,None,4,4,Sổ đỏ/ Sổ hồng,,4,4 m,7,Hà Nội,Đống Đa,Phường Trung Liệt,Phố Thái Hà,40.0,7400.0
batdongsan_com_vn_33142332,29/11/2022,06/12/2022,None,None,2,2,Sổ đỏ/ Sổ hồng,"Cửa chống cháy 180 phút , khóa thông minh ( Đức ) , sàn gỗ nhập khẩu dày 12mm , điều hòa âm trần , TB Đèn , TB vệ sinh full , tử bếp trên - dưới , bếp từ , hút mùi ....... ",None,None,None,Hà Nội,Cầu Giấy,Phường Dịch Vọng,Đường Thành Thái,80.0,3600.0
batdongsan_com_vn_35979423,29/11/2022,06/12/2022,None,None,None,None,None,,5,5.2 m,None,Hà Nội,Cầu Giấy,Phường Quan Hoa,Đường Quan Hoa,54.0,5250.0
batdongsan_com_vn_35979276,29/11/2022,06/12/2022,None,None,None,None,None,,5,4.8 m,None,Hà Nội,Đống Đa,Phường Láng Thượng,Phố Chùa Láng,50.0,5200.0
batdongsan_com_vn_35918302,29/11/2022,06/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,None,8 m,8,Hà Nội,Quốc Oai,Xã Hòa Thạch,Đường 21,186.0,2083.2
batdongsan_com_vn_35980924,29/11/2022,06/12/2022,None,None,3,4,Sổ đỏ/ Sổ hồng,,3,None,20,Hà Nội,Thanh Xuân,Phường Phương Liệt,Đường Trường Chinh,170.0,40000.0
batdongsan_com_vn_35979330,29/11/2022,06/12/2022,None,None,None,None,None,,5,6 m,None,Hà Nội,Đống Đa,Phường Láng Thượng,Phố Pháo Đài Láng,52.0,5500.0
batdongsan_com_vn_35980909,29/11/2022,09/12/2022,Đông,None,3,4,Sổ đỏ/ Sổ hồng,,4,4 m,None,Hà Nội,Ba Đình,Phường Vĩnh Phúc,Đường Vĩnh Phúc,22.0,2900.0
batdongsan_com_vn_35979112,29/11/2022,06/12/2022,None,None,None,None,None,Nội thất 5 sao.,6,5.5 m,None,Hà Nội,Long Biên,Phường Long Biên,Đường Hoàng Như Tiếp,72.0,9200.0
batdongsan_com_vn_35706097,29/11/2022,06/12/2022,None,None,2,2,Sổ đỏ/ Sổ hồng,"Đầy đủ nội thất giường tủ quần áo, bàn ghế, bếp, hút mùi, nóng lạnh, điều hòa, giường tủ,...",None,None,None,Hà Nội,Đống Đa,Phường Quang Trung,Phố Chùa Bộc,35.0,880.0
batdongsan_com_vn_35979998,29/11/2022,06/12/2022,None,None,2,2,Sổ đỏ/ Sổ hồng,Đầy đủ,None,None,None,Hà Nội,Hoài Đức,Xã Vân Canh,None,67.0,3216.0
batdongsan_com_vn_35938776,24/11/2022,08/12/2022,Đông - Nam,Đông - Nam,2,2,Sổ đỏ/ Sổ hồng,Đầy đủ,None,None,None,Hà Nội,Hoàng Mai,Phường Hoàng Liệt,Đường Bằng Liệt,68.0,2000.0
batdongsan_com_vn_35850813,29/11/2022,06/12/2022,None,None,3,2,Sổ đỏ/ Sổ hồng,Đầy đủ.,None,None,None,Hà Nội,Đống Đa,Phường Láng Thượng,Đường Huỳnh Thúc Kháng,120.0,10500.0
batdongsan_com_vn_35980889,29/11/2022,06/12/2022,Tây - Nam,None,None,None,Sổ đỏ/ Sổ hồng,,5,5.6 m,40,Hà Nội,Tây Hồ,Phường Quảng An,Đường Xuân Diệu,69.0,33000.0
batdongsan_com_vn_35977035,29/11/2022,09/12/2022,None,None,6,6,None,,5,5 m,5,Hà Nội,Long Biên,Phường Thạch Bàn,Đường Tư Đình,50.0,4650.0
batdongsan_com_vn_35241022,29/11/2022,06/12/2022,Đông - Bắc,None,None,None,Sổ đỏ/ Sổ hồng.,,None,23 m,3,Hà Nội,Long Biên,Phường Cự Khối,Đường Độc Lập,652.0,11000.0
batdongsan_com_vn_35574416,29/11/2022,06/12/2022,None,None,None,None,None,,6,None,None,Hà Nội,Đống Đa,Phường Phương Liên,Đường Phạm Ngọc Thạch,55.0,11000.0
batdongsan_com_vn_35572303,23/11/2022,03/12/2022,None,None,None,None,None,,7,None,None,Hà Nội,Đống Đa,Phường Láng Hạ,Phố Láng Hạ,65.0,17500.0
batdongsan_com_vn_35461849,23/11/2022,03/12/2022,None,None,None,None,None,,None,None,None,Hà Nội,Đống Đa,Phường Nam Đồng,Đường Hồ Đắc Di,100.0,25500.0
batdongsan_com_vn_35936152,24/11/2022,01/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,None,4 m,5,Hà Nội,Cầu Giấy,Phường Mai Dịch,Đường Phạm Thận Duật,50.0,7500.0
batdongsan_com_vn_35485196,29/11/2022,06/12/2022,Tây - Bắc,None,None,None,None,,None,12.6 m,3.5,Hà Nội,Long Biên,Phường Cự Khối,Đường Độc Lập,400.0,10500.0
batdongsan_com_vn_35980871,29/11/2022,06/12/2022,None,None,5,4,Sổ đỏ,,5,5.8 m,None,Hà Nội,Thanh Xuân,Phường Khương Trung,Đường Lê Trọng Tấn,116.0,15200.0
batdongsan_com_vn_35523659,23/11/2022,03/12/2022,None,None,None,None,None,,5,4.1 m,None,Hà Nội,Hoàn Kiếm,Phường Hàng Bài,Đường Lý Thái Tổ,32.0,34000.0
batdongsan_com_vn_35654547,29/11/2022,09/12/2022,None,None,2,2,Sổ đỏ/ Sổ hồng,,3,3.4 m,None,Hà Nội,Đống Đa,Phường Trung Phụng,Phố Khâm Thiên,37.0,4100.0
batdongsan_com_vn_35863916,29/11/2022,09/12/2022,None,None,6,4,Sổ đỏ/ Sổ hồng.,,5,4 m,None,Hà Nội,Hoàng Mai,Phường Hoàng Văn Thụ,Đường Hoàng Mai,40.0,4850.0
batdongsan_com_vn_35654757,29/11/2022,09/12/2022,Đông,None,4,6,Sổ đỏ/ Sổ hồng,Đầy đủ,6,5 m,5,Hà Nội,Đống Đa,Phường Láng Thượng,Đường Láng,34.0,9000.0
batdongsan_com_vn_35741526,29/11/2022,06/12/2022,Bắc,None,3,3,Sổ đỏ/ Sổ hồng,,3,3.8 m,3.5,Hà Nội,Đống Đa,Phường Cát Linh,Đường Cát Linh,43.0,5600.0
batdongsan_com_vn_35941888,24/11/2022,04/12/2022,None,None,None,None,Sổ đỏ,,None,None,None,Hà Nội,Cầu Giấy,Phường Mai Dịch,Đường Dương Khuê,50.0,17500.0
batdongsan_com_vn_35032347,29/11/2022,06/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,None,16 m,7,Hà Nội,Thanh Oai,Xã Tam Hưng,Đường Tỉnh lộ 427,198.0,3762.0
batdongsan_com_vn_35959499,28/11/2022,05/12/2022,None,None,3,2,Sổ đỏ/ Sổ hồng,Đầy đủ,None,None,None,Hà Nội,Hai Bà Trưng,Phường Vĩnh Tuy,Đường Vĩnh Tuy,89.0,3700.0
batdongsan_com_vn_34810427,29/11/2022,09/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,None,4 m,5,Hà Nội,Hà Đông,Phường Yên Nghĩa,Đường Hòa Bình,38.0,1200.0
batdongsan_com_vn_35529298,29/11/2022,06/12/2022,None,None,2,2,Sổ đỏ/ Sổ hồng,Nguyên bản ,None,None,None,Hà Nội,Hà Đông,Phường Phú La,Đường Lê Trọng Tấn,69.0,2100.0
batdongsan_com_vn_35904777,29/11/2022,06/12/2022,Đông - Nam,Tây - Nam,3,2,Sổ đỏ/ Sổ hồng,,None,None,None,Hà Nội,Hà Đông,Phường Phú La,Đường Lê Trọng Tấn,118.0,3304.0
batdongsan_com_vn_35196970,29/11/2022,06/12/2022,None,None,4,5,Sổ đỏ/ Sổ hồng.,,4,6.9 m,20,Hà Nội.,Nam Từ Liêm,Phường Mỹ Đình 1,Đường Đỗ Đình Thiện,155.0,38000.0
batdongsan_com_vn_34728149,29/11/2022,06/12/2022,None,None,4,4,Đã có sổ,,3,6 m,8,Hà Nội,Cầu Giấy,Phường Nghĩa Tân,Đường Hoàng Quốc Việt,80.0,12000.0
batdongsan_com_vn_33369479,28/11/2022,05/12/2022,Đông - Nam,None,None,None,None,,5,4.5 m,None,Hà Nội,Hà Đông,Phường Phúc La,Đường Nguyễn Khuyến,77.0,13500.0
batdongsan_com_vn_30301485,28/11/2022,05/12/2022,None,None,6,None,None,,5,None,13,Hà Nội,Hà Đông,Phường Phúc La,Đường Văn Quán,86.0,13500.0
batdongsan_com_vn_34201145,25/11/2022,02/12/2022,None,None,None,None,None,,5,None,None,Hà Nội,Thanh Xuân,Phường Nhân Chính,Phố Ngụy Như Kon Tum,105.0,23200.0
batdongsan_com_vn_30488921,26/11/2022,03/12/2022,None,None,None,None,None,,5,7.5 m,15,Hà Nội,Hà Đông,Phường Phúc La,Đường Văn Quán,95.0,19000.0
batdongsan_com_vn_34344210,25/11/2022,02/12/2022,None,None,None,None,Sổ đỏ chính chủ.,,8,None,None,Hà Nội,Thanh Xuân,Phường Nhân Chính,Phố Ngụy Như Kon Tum,96.0,34000.0
batdongsan_com_vn_33425079,26/11/2022,03/12/2022,None,None,None,None,None,,5,None,None,Hà Nội,Hà Đông,Phường Phúc La,Đường Chiến Thắng,95.5,17000.0
batdongsan_com_vn_35891553,29/11/2022,06/12/2022,None,None,4,None,None,Cơ bản.,4,5 m,3,Hà Nội.,Nam Từ Liêm,Phường Xuân Phương,Đường Xuân Phương,45.0,4250.0
batdongsan_com_vn_33369589,25/11/2022,02/12/2022,None,None,4,None,None,,5,4.6 m,None,Hà Nội,Hà Đông,Phường Phúc La,Đường Nguyễn Khuyến,80.8,14000.0
batdongsan_com_vn_35980845,29/11/2022,06/12/2022,None,None,4,5,Sổ đỏ/ Sổ hồng,Đầy đủ,5,5 m,7,Hà Nội,Long Biên,Phường Long Biên,Đường Bát Khối,79.0,6450.0
batdongsan_com_vn_33425149,29/11/2022,06/12/2022,None,None,None,None,Sổ đỏ,,5,5 m,None,Hà Nội,Hà Đông,Phường Phúc La,Đường Nguyễn Khuyến,90.0,14500.0
batdongsan_com_vn_30277666,29/11/2022,09/12/2022,None,None,None,None,None,,5,None,None,Hà Nội,Hà Đông,Phường Phúc La,Đường Nguyễn Khuyến,108.0,25000.0
batdongsan_com_vn_35784605,29/11/2022,06/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng.,,None,6 m,6,Hà Nội,Long Biên,Phường Đức Giang,Đường Ngô Gia Tự,98.0,8100.0
batdongsan_com_vn_35980839,29/11/2022,06/12/2022,None,None,3,None,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,5,4.5 m,2,Hà Nội,Ba Đình,Phường Đội Cấn,Đường Đội Cấn,28.0,3480.0
batdongsan_com_vn_35951395,25/11/2022,02/12/2022,None,None,2,2,Sổ đỏ/ Sổ hồng,"Đầy đủ, cao cấp",None,None,None,Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,2 Đường Nguyễn Hoàng,74.0,3450.0
batdongsan_com_vn_34142275,21/11/2022,06/12/2022,Bắc,Nam,3,2,Sổ đỏ/ Sổ hồng,"Cơ bản, điều hoà, rèm.",None,None,None,Hà Nội,Hoài Đức,Xã An Khánh,Đường Đại lộ Thăng Long,128.9,4060.3500000000004
batdongsan_com_vn_35980823,29/11/2022,09/12/2022,Đông - Nam,Đông - Nam,90,90,Sổ đỏ/ Sổ hồng,Nội thất nhập khẩu cao cấp,13,8.1 m,30,Hà Nội,Hoàn Kiếm,Phường Hàng Bông,Phố Hàng Bông,325.0,500000.0
batdongsan_com_vn_35979332,29/11/2022,09/12/2022,None,None,2,None,Sổ đỏ/ Sổ hồng,"+ Bộ tủ bếp - bếp từ - hút mùi. + Bộ thiết bị vệ sinh đầy đủ. + Bộ thiết bị chiếu sáng, hệ thống cửa, sàn gỗ công nghiệp nhập khẩu.",None,None,None,Hà Nội,Đông Anh,Xã Đông Hội,Đường 5,77.0,1700.0
batdongsan_com_vn_35979962,29/11/2022,07/12/2022,None,None,3,2,None,,None,None,None,Hà Nội.,Đống Đa,Phường Láng Hạ,Đường Nguyễn Chí Thanh,130.0,4000.0
batdongsan_com_vn_35980317,29/11/2022,06/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,None,None,None,Hà Nội,Bắc Từ Liêm,Phường Xuân Đỉnh,Đường Xuân Đỉnh,52.0,3600.0
batdongsan_com_vn_33702317,29/11/2022,06/12/2022,None,None,10,10,Sổ đỏ/ Sổ hồng,Cơ bản,6,4.4 m,None,Hà Nội,Cầu Giấy,Phường Dịch Vọng,Đường Dịch Vọng,56.0,8200.0
batdongsan_com_vn_35972131,28/11/2022,05/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,None,4.1 m,None,Hà Nội,Chương Mỹ,Xã Phú Nghĩa,Đường 6A,43.9,1565.0
batdongsan_com_vn_35870664,29/11/2022,06/12/2022,None,None,4,5,Sổ đỏ/ Sổ hồng,,5,3.5 m,None,Hà Nội,Đống Đa,Phường Láng Thượng,Đường Láng,40.0,6490.0
batdongsan_com_vn_35870711,29/11/2022,06/12/2022,None,None,3,2,Sổ đỏ/ Sổ hồng,Đầy đủ,None,None,None,Hà Nội,Thanh Trì,Xã Tân Triều,Đường Nguyễn Xiển,97.4,3690.0
batdongsan_com_vn_35505423,29/11/2022,06/12/2022,None,None,None,None,Sổ đỏ,,None,None,None,Hà Nội,Long Biên,Phường Bồ Đề,Phố Hồng Tiến,51.0,11500.0
batdongsan_com_vn_35434772,29/11/2022,06/12/2022,None,None,None,None,Sổ đỏ.,,None,None,None,Hà Nội,Long Biên,Phường Long Biên,Đường Đàm Quang Trung,75.0,10125.0
batdongsan_com_vn_35447570,29/11/2022,06/12/2022,None,None,None,None,Sổ đỏ,,6,None,None,Hà Nội,Long Biên,Phường Bồ Đề,Đường Lâm Hạ,68.0,12900.0
batdongsan_com_vn_35533678,29/11/2022,06/12/2022,None,None,None,None,Sổ đỏ.,,6,None,None,Hà Nội,Long Biên,Phường Long Biên,Đường Cổ Linh,65.0,11500.0
batdongsan_com_vn_34661579,29/11/2022,06/12/2022,None,None,None,None,Sổ đỏ.,Nội thất xịn sò.,7,5 m,None,Hà Nội,Long Biên,Phường Bồ Đề,Đường Bồ Đề,65.0,10700.0
batdongsan_com_vn_33904168,29/11/2022,06/12/2022,None,None,None,None,Sổ đỏ.,,None,5 m,None,Hà Nội,Long Biên,Phường Ngọc Thụy,Đường Ngọc Thụy,103.0,7300.0
batdongsan_com_vn_35916431,29/11/2022,06/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,None,5 m,None,Hà Nội,Đống Đa,Phường Láng Hạ,Phố Thái Hà,85.0,12700.0
batdongsan_com_vn_34941885,29/11/2022,06/12/2022,None,None,None,None,Sổ đỏ.,Nội thất hiện đại.,5,5.5 m,5,Hà Nội,Long Biên,Phường Ngọc Thụy,Đường Ngọc Thụy,83.0,11400.0
batdongsan_com_vn_35980680,29/11/2022,06/12/2022,None,None,4,3,Sổ đỏ/ Sổ hồng,Cao cấp.,4,4 m,5,Hà Nội,Cầu Giấy,Phường Quan Hoa,Đường Nguyễn Khánh Toàn,76.0,14700.0
batdongsan_com_vn_34877284,29/11/2022,06/12/2022,None,None,None,None,None,,5,4.2 m,None,Hà Nội,Hoàn Kiếm,Phường Phan Chu Trinh,Đường Phan Huy Chú,73.0,16500.0
batdongsan_com_vn_35472432,29/11/2022,06/12/2022,None,None,None,None,Sổ đỏ.,,None,4 m,3,Hà Nội,Long Biên,Phường Ngọc Thụy,Đường Ngọc Thụy,58.2,3800.0
batdongsan_com_vn_35979782,29/11/2022,06/12/2022,None,None,3,3,Sổ đỏ/ Sổ hồng.,Cơ bản.,4,8 m,10,Hà Nội,Ba Đình,Phường Liễu Giai,Đường Văn Cao,40.0,9000.0
batdongsan_com_vn_35980441,29/11/2022,09/12/2022,Tây - Nam,None,3,2,None,Cao cấp,None,None,None,Hà Nội,Nam Từ Liêm,Thị trấn Cầu Diễn,Đường Hồ Tùng Mậu,130.0,4850.0
batdongsan_com_vn_35775415,29/11/2022,06/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng.,Full nội thất cao cấp.,6,None,None,Hà Nội,Thanh Xuân,Phường Khương Mai,Đường Lê Trọng Tấn,62.0,10000.0
batdongsan_com_vn_35872815,18/11/2022,28/11/2022,Đông - Bắc,Tây - Nam,3,2,Hợp đồng mua bán.,Bàn giao full nội thất liền tường cơ bản.,None,None,None,Hà Nội,Long Biên,Phường Đức Giang,Đường Phan Văn Đáng,75.5,2610.0
batdongsan_com_vn_35872684,18/11/2022,28/11/2022,None,None,2,2,Sổ đỏ/ Sổ hồng,Đầy đủ,None,None,None,Hà Nội,Đống Đa,Phường Láng Hạ,Đường Nguyễn Chí Thanh,93.0,3400.0
batdongsan_com_vn_35872665,18/11/2022,28/11/2022,None,None,8,5,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất,6,None,None,Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,Đường Nguyễn Hoàng,40.0,7000.0
batdongsan_com_vn_35858299,18/11/2022,28/11/2022,Đông - Bắc,None,None,None,Sổ đỏ/ Sổ hồng.,,None,7.54 m,30,Hà Nội,Gia Lâm,Xã Đa Tốn,Đường Đa Tốn,188.0,13197.6
