,Price,Area,Facade,Building Line,Floors,Bedrooms,Pulish Time,Type,ID,Toilets,Direction,District
2799,30000,40.0,4.0,3.0,3,3,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481082.903156,3,,None
2801,40000,35.0,4.0,6.0,5,3,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481087.6115978,4,,None
2803,285000,130.0,22.0,10.0,4,6,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481092.4693458,6,,None
2805,258000,75.0,5.0,30.0,5,4,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481096.9537668,4,,None
2807,260000,94.0,7.0,8.0,7,4,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481103.458194,7,,None
2808,80000,45.0,6.0,6.0,4,4,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481106.013669,5,,None
2810,180000,71.0,7.0,4.0,5,10,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481111.9254668,11,,None
2812,51000,80.0,5.0,5.0,1,1,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481116.4681585,1,,None
2816,37000,33.0,4.0,3.0,5,3,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442089.1646092,None,,Nam Từ Liêm
2821,320000,185.0,10.0,2.0,4,4,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442101.2765234,5, Tây nam,Cầu Giấy
2822,66000,55.0,4.0,5.0,5,4,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442103.2738798,3,,Cầu Giấy
2823,17500,47.0,4.0,8.0,5,2,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442105.5231528,2,,Hoàng Mai
2826,275000,145.0,13.0,6.0,8,10,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442113.6763005,10,,None
2829,33000,40.0,4.0,4.0,3,2,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442121.2072313,3,,Hà Đông
2835,80000,100.0,5.0,5.0,3,3,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481173.5315082,2,,None
2836,50000,30.0,4.0,3.0,5,3,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481175.7887666,3,,None
2837,80000,52.0,4.0,3.0,4,3,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481178.4456549,3,,None
2838,47000,40.0,3.0,3.0,4,4,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481181.038531,4,,None
2839,32000,31.0,3.0,4.0,5,4,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481183.5445867,4,,None
2840,350000,190.0,10.0,15.0,4,4,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481187.5208824,5,,None
2843,350000,190.0,10.0,15.0,4,4,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481195.1434734,5,,None
2844,52500,40.0,3.0,4.0,5,3,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481200.5284321,4,,None
2845,64000,60.0,4.0,8.0,None,None,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481217.4690895,None,,None
2847,49500,30.0,5.0,5.0,6,5,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481221.8039858,5,,None
2851,350000,190.0,10.0,15.0,4,4,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481234.144886,5,,None
2853,76000,45.0,4.0,10.0,5,4,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481299.7881587,None,,None
2854,43500,36.0,5.0,3.0,4,3,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481301.8441758,None,,None
2856,24000,36.0,3.0,1.0,1,2,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481307.7321587,1,,Hai Bà Trưng
2857,24000,36.0,3.0,1.0,1,2,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481310.389007,1,,Hai Bà Trưng
2858,100000,50.0,4.0,20.0,3,3,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481312.3853679,3,,None
2859,250000,54.0,5.0,20.0,5,6,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481314.358381,4,,None
2861,63000,41.0,3.0,8.0,5,4,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481319.084981,None,,None
2864,74000,35.0,5.0,10.0,5,4,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481328.2469015,None,,None
2866,53000,43.0,4.0,2.0,4,5,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481334.4271245,None,,None
2868,43500,36.0,5.0,3.0,4,3,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481340.4542139,3,,None
2870,200,5.0,3.0,3.0,1,1,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481345.8030813,1,,None
2871,135000,48.0,4.0,15.0,6,4,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481348.5239325,5,,None
2874,30500,100.0,6.0,35.0,6,8,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481439.365245,6,,None
2876,135000,48.0,4.0,15.0,6,4,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481445.889234,5,,None
2880,35000,30.0,3.0,1.0,1,1,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481456.8228,None,,None
2885,48000,60.0,5.0,1.0,None,None,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481475.4641209,None,,None
2886,119800,203.0,10.0,1.0,None,None,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481478.6102815,None,,None
2888,840,80.0,5.0,6.0,None,None,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481485.0830677,None,,None
2889,35000,30.0,3.0,1.0,1,1,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481488.0792913,None,,None
2890,168000,15.0,3.0,20.0,1,1,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481491.0774262,1,,None
2891,120000,100.0,5.0,6.0,2,3,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481493.9758186,2,,None
2892,120000,100.0,5.0,6.0,2,3,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481594.4280808,2,,None
2893,56000,43.0,3.0,2.0,3,3,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481598.6887887,3,,None
2894,22,52.0,4.0,5.0,4,4,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481602.9139996,4,,None
2897,70000,40.0,4.0,3.0,5,3,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481614.1103072,3,,None
2898,29000,20.0,4.0,2.0,5,3,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481617.1604254,4,,None
2899,46000,50.0,5.0,2.0,4,4,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481620.1134038,4,,None
2900,180000,75.0,7.0,20.0,6,4,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481623.9018607,6,,None
2901,46500,38.0,4.0,3.0,4,3,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481627.198215,3,,None
2903,65000,40.0,5.0,6.0,5,6,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481633.9995596,5,,None
2905,10000,65.0,6.0,10.0,7,5,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481640.5244167,5,,None
2907,43000,35.0,4.0,3.0,5,3,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481648.2209423,3,,None
2908,27000,38.0,4.0,8.0,5,3,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481650.4578166,4,,None
2909,48000,52.0,4.0,5.0,4,4,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481652.5497649,None,,None
2910,65000,47.0,4.0,4.0,6,5,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481655.0792067,5,,None
2912,65000,47.0,4.0,4.0,6,5,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481734.8988447,5,,None
2914,32000,27.0,2.0,1.0,1,1,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481740.3144882,1,,None
2915,35000,30.0,3.0,1.0,1,1,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481742.4047632,None,,None
2916,40000,42.0,4.0,1.0,1,1,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481744.3183756,None,,None
2917,52000,50.0,5.0,1.0,1,1,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481747.0545619,1,,None
2918,60000,45.0,4.0,3.0,4,3,07/10/2022,Tin thường,batdongsan_so_com_vn_1670481749.7306776,3,,None
2919,80000,32.0,5.0,3.0,5,3,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481751.7763252,3,,None
2920,40000,32.0,4.0,3.0,5,3,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481754.113748,3,,None
2921,136000,92.0,5.0,1.0,4,5,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481757.5053458,3,,None
2922,95000,102.0,8.0,2.0,4,6,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481760.5140474,4,,None
2923,120000,80.0,6.0,1.0,5,8,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481763.3343067,9,,None
2924,120000,80.0,6.0,1.0,5,8,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481767.1710281,9,,None
2925,118000,60.0,4.0,1.0,5,5,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481769.7921748,3,,None
2926,69000,50.0,4.0,3.0,7,12,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481773.3194492,13,,None
2927,93000,70.0,4.0,4.0,6,10,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481777.2072282,10,,None
2928,75000,48.0,6.0,3.0,5,4,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481780.5425158,4,,None
2929,"5,85 tỷ /tháng",40.0,5.0,8.0,5,4,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481785.4426155,4, Đông bắc,None
2933,102000,55.0,6.0,25.0,3,4,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481884.9787495,None,,None
2934,155000,110.0,5.0,1.0,None,None,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481887.274356,None,,None
2935,200000,70.0,7.0,40.0,4,6,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481890.066219,6,,None
2937,32000,30.0,5.0,2.0,5,None,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481896.7680216,4,,None
2939,90000,70.0,5.0,10.0,6,6,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481902.6785853,None,,None
2940,125000,69.0,4.0,1.0,None,None,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481909.6287012,None,,None
2941,150000,58.0,6.0,3.0,6,4,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481911.6184695,4,,None
2943,150000,58.0,6.0,3.0,6,4,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481917.9771109,4,,None
2944,47000,45.0,4.0,5.0,4,3,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481920.6401162,3,,None
2945,41000,46.0,4.0,2.0,4,4,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481923.609241,2,,None
2947,47000,45.0,4.0,5.0,4,3,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481930.4885106,3,,None
2950,90000,77.0,4.0,7.0,5,5,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481941.8228958,5,,None
2952,33000,31.0,35.0,2.0,4,3,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481983.0007575,None,,None
2953,33000,32.0,35.0,2.0,4,3,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481985.7002258,None,,None
2954,50000,30.0,4.0,3.0,5,3,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481988.0416534,3,,None
2955,70000,50.0,4.0,3.0,5,3,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481990.5000832,3,,None
2956,90000,60.0,4.0,3.0,5,3,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481992.2672634,3,,None
2957,70000,40.0,4.0,3.0,5,3,06/10/2022,Tin thường,batdongsan_so_com_vn_1670481994.8326473,3,,None
2963,30,25.0,3.0,10.0,1,1,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482013.2239542,1,,None
2966,70000,35.0,3.0,3.0,6,3,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482020.47615,5,,None
2967,43000,40.0,4.0,3.0,4,3,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482022.763194,None,,None
2970,92000,60.0,4.0,8.0,1,2,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482030.6100376,2,,None
2971,58000,103.0,6.0,9.0,1,2,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482033.0101686,2,,None
2973,840,80.0,5.0,6.0,None,None,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482087.4073818,None,,None
2978,79500,60.0,4.0,3.0,6,11,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482104.9188755,11,,None
2979,45000,98.0,10.0,10.0,1,2,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482108.1281793,2, Tây bắc,None
2980,49500,35.0,4.0,3.0,6,4,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482110.5398438,5,,None
2981,23500,32.0,3.0,2.0,5,3,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482113.0721002,2,,None
2983,18000,31.0,5.0,50.0,4,1,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482116.8539574,1,,None
2985,59000,42.0,7.0,2.0,4,4,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482121.9994502,None,,None
2986,163000,60.0,5.0,6.0,None,None,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482124.4597533,None,,None
2987,27500,32.0,4.0,5.0,5,3,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482127.0546658,4,,None
2988,54000,40.0,4.0,3.0,5,4,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482129.4055707,4,,None
2990,60000,75.0,5.0,4.0,5,4,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482135.5996516,4,,None
3009,82000,85.0,5.0,40.0,4,5,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482237.005422,4,,None
3011,56000,41.0,5.0,2.0,5,6,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482241.8819675,4,,None
3012,900,132.0,132.0,22.0,None,None,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482313.2914548,None,,None
3017,73000,55.0,7.0,5.0,3,4,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482329.2095585,3,,None
3018,60000,56.0,5.0,5.0,4,4,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482332.2729044,4,,None
3019,30000,38.0,4.0,3.0,5,4,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482334.3084733,None,,None
3020,30000,38.0,4.0,3.0,5,4,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482337.4072006,None,,None
3021,76000,60.0,4.0,15.0,5,4,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482340.2721424,5,,None
3022,22000,25.0,3.0,3.0,5,4,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482342.672381,4,,None
3028,30000,40.0,4.0,3.0,5,5,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482358.785642,5,,None
3029,90000,55.0,4.0,4.0,5,4,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482362.393618,None,,None
3030,113000,72.0,6.0,5.0,5,5,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482364.6695445,6,,None
3032,29000,27.0,6.0,4.0,4,3,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442189.8775012,4,,Ba Đình
3034,32000,32.0,4.0,2.0,5,3,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442195.4486825,None,,Đống Đa
3035,11000,30.0,5.0,50.0,15,1,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442197.9786131,1, Đông nam,Gia Lâm
3036,32000,35.0,3.0,1.0,5,3,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442199.8243937,4,,Long Biên
3038,30000,30.0,4.0,3.0,4,None,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442204.1542742,None,,Nam Từ Liêm
3042,42500,80.0,4.0,11.0,4,4,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442214.7273421,5,,Đống Đa
3043,700000,100.0,5.0,25.0,6,8,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442217.353102,8,,None
3044,150000,70.0,5.0,8.0,5,6,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442219.5042424,6,,None
3045,59000,66.0,4.0,3.0,4,7,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442222.161065,7,,Thanh Xuân
3047,320000,185.0,10.0,3.0,4,4,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442226.775726,5, Tây nam,Cầu Giấy
3048,165000,95.0,5.0,8.0,5,6,13/10/2022,Tin thường,batdongsan_so_com_vn_1670442229.506322,7,,None
3049,165000,75.0,5.0,8.0,5,6,15/10/2022,Tin thường,batdongsan_so_com_vn_1670442232.5505517,7,,None
3050,320000,185.0,10.0,3.0,4,4,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442235.2016575,5, Tây nam,Cầu Giấy
3051,430000,202.0,11.0,15.0,3,6,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442238.234625,4, Tây bắc,Long Biên
3053,118000,75.0,3.0,1.0,7,14,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482398.3827586,7,,None
3054,60000,40.0,4.0,6.0,5,4,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482401.9682145,5,,None
3055,54000,40.0,4.0,3.0,5,4,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482404.4632428,4,,None
3056,260000,95.0,8.0,8.0,9,10,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482406.5773892,10,,None
3057,260000,95.0,8.0,12.0,9,10,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482408.9985876,10,,None
3058,270000,232.0,12.0,10.0,4,15,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482411.4119713,15,,None
3060,133000,55.0,4.0,12.0,5,4,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482416.7289674,4,,None
3062,60000,32.0,5.0,3.0,5,3,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482422.0621192,3,,None
3063,60000,20.0,5.0,3.0,5,3,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482424.8718727,3,,None
3064,88000,40.0,6.0,9.0,5,4,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482427.6490827,4,,None
3065,98000,47.0,4.0,10.0,5,4,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482430.5719151,4,,None
3066,125000,65.0,5.0,20.0,5,5,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482433.3881984,6,,None
3067,168000,72.0,6.0,1.0,5,4,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482436.5214963,None,,None
3069,47500,45.0,4.0,3.0,5,6,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482441.8260007,6,,None
3070,100000,64.0,4.0,1.0,None,None,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482446.873964,None,,None
3071,44500,56.0,3.0,3.0,4,5,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482450.2179458,5,,None
3073,23000,41.0,7.0,30.0,6,4,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482525.9252279,4,,None
3074,46000,35.0,3.0,11.0,4,4,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482528.7754526,3, Đông nam,None
3075,460000,70.0,5.0,40.0,7,6,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482531.1356978,7,,None
3076,57000,55.0,3.0,3.0,3,3,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482534.695872,2, Tây nam,Thanh Xuân
3077,57000,55.0,3.0,3.0,3,3,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482540.4593384,2, Tây nam,Thanh Xuân
3078,30000,50.0,3.0,2.0,4,4,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482544.5104053,3,,None
3079,165000,80.0,10.0,30.0,1,None,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482547.6177661,None,,None
3080,37000,47.0,3.0,3.0,4,4,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482550.2175667,4,,None
3081,34000,37.0,3.0,2.0,4,3,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482553.6154952,3,,None
3087,104000,58.0,5.0,5.0,4,3,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482570.8610008,None,,None
3088,149000,60.0,5.0,7.0,7,4,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482576.2108102,None,,None
3089,62000,50.0,3.0,3.0,4,4,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482578.608066,5,,None
3090,45000,35.0,5.0,8.0,4,3,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482581.9685016,3,,None
3092,56000,55.0,3.0,3.0,4,4,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482645.2236886,5,,None
3093,245000,77.0,5.0,8.0,7,3,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482648.5631173,7,,None
3094,82000,56.0,5.0,2.0,6,5,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482651.1484754,4,,None
3095,30000,50.0,3.0,2.0,4,4,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482655.627986,3,,None
3096,3010,86.0,5.0,11.0,None,None,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482659.1004305,None,,None
3097,143000,785.0,68.0,8.0,4,4,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482663.147712,3,,None
3100,51000,50.0,4.0,2.0,4,3,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482671.3805065,3,,None
3102,54000,47.0,3.0,3.0,5,6,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482676.4965553,4, Đông bắc,Hà Đông
3107,87000,65.0,4.0,5.0,None,None,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482692.624123,None,,None
3108,155000,81.0,5.0,1.0,5,6,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482695.1661532,3,,None
3109,54000,47.0,3.0,3.0,5,6,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482698.8928256,4, Đông bắc,Hà Đông
3110,30000,35.0,4.0,3.0,5,4,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482702.276205,None,,None
3111,98000,170.0,7.0,10.0,2,3,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482705.6765041,3,,None
3113,49000,68.0,4.0,1.0,None,None,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482757.214688,None,,None
3114,25500,50.0,5.0,2.0,5,6,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482759.5252888,5,,None
3116,30000,32.0,4.0,4.0,5,4,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482764.6594102,None,,None
3117,26000,38.0,6.0,2.0,1,2,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482767.4043434,1,,None
3118,11500,50.0,5.0,1.0,1,2,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482769.800889,1,,None
3119,113000,65.0,4.0,8.0,4,6,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482772.6439173,6,,None
3120,80000,40.0,4.0,3.0,7,5,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482775.0401843,5,,None
3121,43000,44.0,4.0,3.0,3,3,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482777.333078,2,,None
3123,55000,33.0,3.0,1.0,6,4,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482783.4147964,6,,None
3125,20600,17.0,3.0,2.0,3,2,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482789.03761,3,,None
3126,133000,55.0,4.0,12.0,5,4,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482791.6050432,4,,None
3127,149900,100.0,5.0,8.0,6,4,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482793.598617,5,,None
3129,64900,38.0,4.0,5.0,6,5,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482798.2638197,5,,Long Biên
3130,30000,40.0,4.0,4.0,4,3,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482800.462501,4,,None
3131,63000,47.0,5.0,5.0,6,5,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482802.681375,5,,None
3132,4104,228.0,12.0,2.0,None,None,22/09/2022,Tin thường,batdongsan_so_com_vn_1670482869.3618464,None,,Thanh Oai
3134,23000,40.0,4.0,6.0,1,1,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482874.0954125,1,,None
3135,36000,98.0,10.0,10.0,1,2,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482877.2476547,2, Tây bắc,None
3136,139000,100.0,6.0,6.0,5,18,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482879.678808,18,,None
3137,61000,45.0,3.0,3.0,5,4,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482881.820196,4,,None
3138,86000,40.0,6.0,10.0,6,4,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482884.2472632,6,,None
3139,132000,60.0,4.0,10.0,5,5,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482886.34557,4,,None
3140,132000,60.0,4.0,10.0,5,5,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482888.8055239,4,,None
3143,27000,31.0,5.0,1.0,1,1,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482896.8299944,3,,None
3145,27000,31.0,5.0,1.0,1,1,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482900.834759,3,,None
3146,132000,60.0,4.0,10.0,5,5,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482903.5040696,4,,None
3150,68000,55.0,5.0,5.0,5,4,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482912.5434463,4,,None
3153,250000,225.0,10.0,15.0,4,6,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482977.288245,4,,None
3154,30000,38.0,4.0,3.0,5,4,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482979.285495,None,,None
3157,300000,108.0,10.0,10.0,8,9,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482986.788609,10,,None
3159,45000,39.0,3.0,4.0,5,3,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482991.3575797,5,,None
3160,22500,32.0,4.0,6.0,4,3,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482993.1713634,3,,None
3161,56000,60.0,5.0,5.0,3,3,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482995.7293491,None,,None
3163,57500,45.0,4.0,8.0,3,4,05/10/2022,Tin thường,batdongsan_so_com_vn_1670483000.4609735,4,,None
3164,90000,70.0,4.0,10.0,4,4,05/10/2022,Tin thường,batdongsan_so_com_vn_1670483002.5217695,4,,None
3165,26000,86.0,8.0,20.0,1,3,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483005.1047328,2,,None
3166,115000,55.0,4.0,1.0,4,4,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483025.2365017,8, Đông nam,None
3167,20000,32.0,4.0,3.0,5,4,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483027.8441443,None,,None
3168,130000,44.0,10.0,7.0,4,4,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483030.2495172,4,,None
3170,115000,59.0,4.0,10.0,5,6,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483035.2577372,4,,None
3172,389000,100.0,6.0,50.0,7,4,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483089.9083679,None,,None
3174,40000,31.0,4.0,2.0,5,3,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483094.8253598,4,,None
3176,56000,46.0,5.0,8.0,4,4,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483101.373464,3,,Hà Đông
