,Price,Area,Facade,Building Line,Floors,Bedrooms,Pulish Time,Type,ID,Toilets,Direction,District
0,63000,45.0,4.0,10.0,4,5,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468631.269085,None,,Nam Từ Liêm
1,198000,100.0,5.0,30.0,4,5,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468633.5936205,4,,Gia Lâm
2,98000,27.0,5.0,20.0,3,3,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468636.2328222,2, Tây nam,Tây Hồ
4,120000,95.0,5.0,4.0,5,4,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468641.770186,3,,Long Biên
5,42000,112.0,11.0,2.0,None,3,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468644.3474865,2, Nam,Nam Từ Liêm
7,48000,40.0,4.0,1.0,4,3,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468651.6431122,3,,Thanh Xuân
8,68500,61.0,4.0,3.0,4,5,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468673.332085,3,,Ba Đình
10,87000,90.0,4.0,20.0,None,None,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468678.7847154,None, Bắc,Đông Anh
11,299000,70.0,6.0,1.0,8,8,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468681.2942476,8,,Đống Đa
12,153000,42.0,4.0,1.0,5,4,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468689.722313,4,,Đống Đa
15,30000,32.0,3.0,3.0,5,4,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468697.0849502,4,,Hai Bà Trưng
16,32000,35.0,3.0,2.0,4,4,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468699.5456705,3,,Hai Bà Trưng
18,44000,35.0,3.0,6.0,5,4,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468705.2876794,5,,Long Biên
19,44000,35.0,3.0,6.0,5,4,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468762.164245,5,,Long Biên
21,33500,33.0,4.0,3.0,2,None,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468766.4995973,None,,Đống Đa
22,153000,42.0,5.0,1.0,5,6,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468768.7378936,4,,Đống Đa
25,2,55.0,5.0,3.0,6,9,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468775.4984062,9,,Nam Từ Liêm
26,31000,42.0,4.0,3.0,1,1,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468777.4932563,1,,None
27,1,36.0,3.0,3.0,5,3,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468779.813733,3,,Nam Từ Liêm
30,128000,75.0,5.0,12.0,4,4,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468786.2419474,4,,Hà Đông
31,164999,65.0,6.0,6.0,5,4,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468788.1392329,None,,Cầu Giấy
32,23000,34.0,3.0,2.0,3,4,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468791.8743258,4, Đông nam,Long Biên
36,30000,35.0,4.0,3.0,5,4,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468800.3688881,None,,Nam Từ Liêm
38,55000,42.0,4.0,2.0,5,4,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468873.5406566,3,,Ba Đình
39,73500,50.0,4.0,4.0,5,6,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468875.3515527,None,,Đống Đa
43,120000,70.0,5.0,6.0,4,4,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468885.1130724,None,,Thanh Xuân
45,170000,80.0,5.0,1.0,None,None,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468890.180511,None,,Thanh Xuân
48,9990000,2000.0,50.0,30.0,22,100,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468899.6959765,100,,Cầu Giấy
51,190000,60.0,6.0,6.0,6,4,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468906.6632352,None,,Đống Đa
52,47000,35.0,5.0,2.0,5,4,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468908.6001318,3,,Hà Đông
53,69000,38.0,4.0,6.0,3,2,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468910.5703661,2,,Tây Hồ
58,57000,46.0,4.0,8.0,5,8,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468980.3864796,6, Tây,None
61,118000,55.0,4.0,6.0,7,5,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468986.3651044,5,,Cầu Giấy
62,500000,420.0,12.0,30.0,3,4,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468988.753802,5,,Tây Hồ
64,55000,45.0,4.0,3.0,5,6,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468993.5024767,None,,Đống Đa
66,34000,45.0,4.0,3.0,2,2,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468997.9331348,2,,Long Biên
68,7060000,830.0,20.0,30.0,1,30,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469002.393345,30,,Hoàn Kiếm
69,40000,45.0,3.0,1.0,4,None,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469004.7862287,None,,Hà Đông
71,1160000,286.0,21.0,30.0,3,7,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469009.2217772,None,,Nam Từ Liêm
72,36500,40.0,4.0,3.0,4,5,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469011.0869148,None,,Thanh Xuân
73,50000,80.0,4.0,3.0,4,5,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469013.560581,5,,Nam Từ Liêm
76,112500,80.0,6.0,5.0,6,5,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469020.0688393,5,,Nam Từ Liêm
78,95000,48.0,4.0,6.0,5,8,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469085.3968458,5,,Đống Đa
80,38500,37.0,4.0,3.0,5,3,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469089.8658197,4,,Hoàng Mai
83,680000,255.0,12.0,30.0,2,2,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469097.819044,2,,Nam Từ Liêm
85,38000,75.0,8.0,1.0,16,2,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469102.9469757,2, Đông nam,Hai Bà Trưng
86,21300,60.0,5.0,12.0,1,2,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469104.840394,1,,Nam Từ Liêm
92,55000,35.0,4.0,3.0,6,5,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469119.03794,None,,Cầu Giấy
95,47500,40.0,6.0,4.0,4,None,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469126.223395,None,,Long Biên
96,40000,33.0,3.0,4.0,5,3,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469128.5348508,4,,Long Biên
97,36500,30.0,8.0,2.0,5,3,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469130.4832807,5,,Đống Đa
99,38000,36.0,5.0,5.0,4,3,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469194.539622,3,,None
100,30500,55.0,4.0,3.0,3,3,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469197.985291,None,,None
103,27500,32.0,4.0,3.0,4,3,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469205.259023,1,,Nam Từ Liêm
105,170000,42.0,3.0,40.0,6,4,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469210.8267918,4,,Hà Đông
110,40000,35.0,5.0,3.0,5,3,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469222.5847623,4,,Long Biên
111,140000,80.0,5.0,40.0,5,6,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469224.986697,8,,None
113,55555,40.0,3.0,9.0,4,3,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469232.1071,3,,Đống Đa
114,19800,35.0,3.0,3.0,2,2,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469234.4741197,1, Nam,Hà Đông
115,59000,45.0,4.0,4.0,5,6,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469236.8580132,None,,Cầu Giấy
119,40000,56.0,5.0,4.0,5,4,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469308.833462,5,,Long Biên
121,50000,45.0,8.0,3.0,5,3,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469314.2077503,4,,None
122,750000,280.0,13.0,1.0,1,1,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469316.0690112,1,,Tây Hồ
124,51000,90.0,9.0,2.0,1,2,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469320.676405,2,,Hai Bà Trưng
126,138000,52.0,6.0,1.0,6,1,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469325.3405852,1,,Cầu Giấy
128,33500,48.0,5.0,3.0,4,6,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469329.6414146,None,,None
131,120000,72.0,4.0,25.0,4,4,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469336.3893168,4,,Hà Đông
132,1050000,2450.0,60.0,1.0,19,None,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469338.7505422,None,,Nam Từ Liêm
133,268000,119.0,7.0,30.0,1,4,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469340.8297875,3,,Đống Đa
134,80000,54.0,5.0,4.0,4,4,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469343.1097443,None,,None
135,105600,50.0,4.0,4.0,7,5,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469345.5898874,5,,Cầu Giấy
136,57000,45.0,4.0,3.0,5,5,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469347.9221697,None,,Cầu Giấy
137,63500,43.0,3.0,2.0,5,6,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469353.1200085,4,,Long Biên
138,112000,50.0,4.0,5.0,7,6,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469412.8064175,6,,Cầu Giấy
139,45000,44.0,3.0,1.0,None,None,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469415.3558235,None,,Thanh Xuân
140,41000,102.0,6.0,6.0,18,3,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469417.4476829,2,,Hoàng Mai
141,39000,40.0,4.0,5.0,5,3,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469419.9459817,4,,Cầu Giấy
143,30000,33.0,4.0,3.0,5,3,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469424.0191932,4,,None
144,185000,70.0,5.0,1.0,6,3,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469426.4625833,5,,Nam Từ Liêm
145,70000,44.0,4.0,5.0,6,5,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469428.7557168,5,,Thanh Xuân
146,100000,68.0,4.0,3.0,7,14,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469431.397524,15,,Thanh Xuân
147,126000,60.0,5.0,23.0,4,3,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469434.293519,5,,Hoàng Mai
148,650000,200.0,10.0,40.0,3,6,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469436.6523356,6, Đông nam,Bắc Từ Liêm
150,33000,51.0,5.0,4.0,3,4,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469441.1040616,4,,Long Biên
152,40000,35.0,4.0,4.0,1,1,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469445.5390232,1,,None
155,38000,36.0,3.0,2.0,4,4,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469454.5934408,3,,Hoàng Mai
156,318000,80.0,4.0,11.0,3,3,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469456.7726717,5,,Hoàn Kiếm
157,125000,22.0,33.0,2.0,3,3,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469459.1156402,1,,Ba Đình
162,316000,148.0,12.0,1.0,8,34,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469526.5550258,34,,Cầu Giấy
163,450000,150.0,7.0,12.0,4,3,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469528.912701,5, Nam,Tây Hồ
164,39000,33.0,3.0,3.0,5,4,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469531.1263106,4,,Hai Bà Trưng
165,316000,148.0,12.0,1.0,8,34,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469533.483168,34,,Cầu Giấy
167,25500,45.0,4.0,2.0,2,2,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469538.334247,1,,Hà Đông
172,20000,34.0,4.0,2.0,3,3,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469552.6415253,3,,Hà Đông
173,244000,47.0,7.0,5.0,4,3,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469555.320264,3,,Tây Hồ
174,26500,31.0,4.0,4.0,4,3,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469559.683719,3,,Long Biên
176,185000,100.0,4.0,40.0,4,4,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469565.4273386,4,,Hà Đông
177,23500,60.0,6.0,4.0,3,3,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469567.8965652,3,,Hoài Đức
179,65000,34.0,4.0,5.0,5,3,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469630.879168,4,,Thanh Xuân
180,113000,85.0,7.0,20.0,3,3,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469633.18059,3,,Tây Hồ
181,380000,180.0,18.0,1.0,4,4,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469635.4939506,4,,Long Biên
182,130000,60.0,4.0,6.0,5,6,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469638.4147553,5,,Thanh Xuân
183,24000,54.0,6.0,10.0,1,1,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469640.7492905,1,,Thanh Oai
184,41000,42.0,3.0,4.0,3,3,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469642.652821,3,,Hoàng Mai
187,41000,48.0,4.0,4.0,5,6,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469650.6373653,4,,Cầu Giấy
189,40000,35.0,6.0,5.0,4,3,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469655.207867,None,,None
191,72000,27.0,3.0,10.0,5,3,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469660.0291092,4,,Cầu Giấy
192,34000,35.0,3.0,2.0,3,4,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469665.0409195,None,,None
193,100000,43.0,3.0,1.0,5,4,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469667.3899992,5,,Đống Đa
195,45000,38.0,3.0,4.0,5,3,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469671.9507165,4,,Ba Đình
196,33000,48.0,5.0,2.0,4,6,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469674.851748,None,,None
205,135000,56.0,4.0,1.0,5,None,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440770.8457775,None,,Thanh Xuân
206,34000,32.0,4.0,3.0,5,3,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440772.9324012,4,,Hoàng Mai
207,165000,90.0,8.0,3.0,7,24,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440774.8036387,24,,Đống Đa
208,68000,52.0,5.0,3.0,3,5,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440776.6809943,None,,Thanh Xuân
209,45000,45.0,5.0,3.0,5,4,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440794.8007233,5,,Đống Đa
210,163,65.0,4.0,50.0,6,7,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440813.7018995,5,,Hoàng Mai
212,32000,40.0,5.0,5.0,4,3,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440818.4225347,4,,Long Biên
213,690000,290.0,16.0,20.0,4,5,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440820.7557206,7,,Bắc Từ Liêm
214,35500,45.0,4.0,3.0,5,5,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440822.4589148,4,,Thanh Xuân
215,63500,60.0,4.0,3.0,5,5,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440825.2407033,None,,Đống Đa
216,33000,46.0,4.0,4.0,4,4,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469735.6477754,4,,Hoàng Mai
220,89000,200.0,10.0,3.0,4,4,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469744.8116615,None,,Hoài Đức
237,41000,36.0,4.0,3.0,4,4,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469840.600086,3,,Thanh Xuân
240,59000,50.0,4.0,15.0,4,4,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469847.1538155,3,,Hà Đông
242,88000,115.0,12.0,3.0,1,1,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469852.1362855,None,,Nam Từ Liêm
244,49800,55.0,4.0,4.0,4,4,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469857.7698708,4,,Cầu Giấy
245,52000,45.0,4.0,2.0,5,4,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469860.6646547,3,,Thanh Xuân
247,260000,66.0,5.0,40.0,5,6,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469865.4918933,5,,Hai Bà Trưng
248,36500,40.0,4.0,3.0,4,5,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469869.8306432,None,,Thanh Xuân
249,15000,40.0,4.0,1.0,3,3,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469872.594297,2,,Quốc Oai
250,125000,62.0,6.0,1.0,None,None,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469875.0984776,None,,Đống Đa
251,63000,135.0,14.0,50.0,40,4,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469877.51353,3,,Nam Từ Liêm
252,68000,93.0,6.0,9.0,3,4,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469879.624302,5,,Long Biên
253,71000,130.0,13.0,50.0,30,3,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469881.536957,2,,Bắc Từ Liêm
254,28000,30.0,4.0,5.0,5,3,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469883.7705133,3,,Bắc Từ Liêm
259,108000,80.0,6.0,6.0,5,5,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469953.6140742,5,,Long Biên
260,73000,45.0,7.0,3.0,4,5,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469955.5567632,None,,Đống Đa
264,245000,85.0,15.0,5.0,8,5,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469964.1090565,8,,Cầu Giấy
265,25000,40.0,4.0,7.0,4,3,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469966.254894,2,,Chương Mỹ
269,37000,100.0,7.0,2.0,None,2,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469976.182524,2,,Hà Đông
270,280000,100.0,6.0,10.0,10,36,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469978.5090642,36,,Nam Từ Liêm
271,27500,32.0,4.0,3.0,4,3,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469980.8152425,1,,Nam Từ Liêm
272,27500,32.0,4.0,3.0,4,3,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469983.1779196,1,,Nam Từ Liêm
274,520000,100.0,3.0,10.0,3,4,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469988.128615,4,,Hoàn Kiếm
275,43800,35.0,4.0,5.0,5,4,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469990.5644205,3,,Hoàng Mai
276,60000,81.0,8.0,4.0,1,1,05/11/2022,Tin thường,batdongsan_so_com_vn_1670470049.2019234,None,,Bắc Từ Liêm
277,30000,35.0,4.0,3.0,4,6,05/11/2022,Tin thường,batdongsan_so_com_vn_1670470051.6009483,None,,Hoàng Mai
278,6 ngàn VNĐ,34.0,33.0,1.0,4,4,05/11/2022,Tin thường,batdongsan_so_com_vn_1670470053.9908185,3,,Thanh Xuân
279,1,60.0,5.0,3.0,4,6,05/11/2022,Tin thường,batdongsan_so_com_vn_1670470056.5497718,4,,Ba Đình
280,6 ngàn VNĐ,40.0,3.0,1.0,5,4,05/11/2022,Tin thường,batdongsan_so_com_vn_1670470059.2976391,4,,Hoàng Mai
284,105000,50.0,5.0,1.0,7,5,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470068.8221545,7,,Cầu Giấy
285,43600,40.0,5.0,3.0,5,4,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470070.8850327,4,,Nam Từ Liêm
286,43600,40.0,5.0,3.0,5,4,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470073.1291764,4,,Nam Từ Liêm
287,33800,55.0,4.0,1.0,None,None,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470075.4711268,None,,Bắc Từ Liêm
288,52000,55.0,4.0,4.0,4,4,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470077.7798913,4,,Cầu Giấy
289,168800,55.0,5.0,6.0,5,5,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470080.4546509,4,,Cầu Giấy
290,41000,45.0,4.0,4.0,5,6,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470082.7563734,4,,Cầu Giấy
293,500000,160.0,4.0,10.0,4,4,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470091.9078069,4,,Ba Đình
297,16,120.0,6.0,12.0,5,6,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470173.6114087,4,,Long Biên
298,37500,34.0,4.0,2.0,5,3,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470176.46449,4,,Cầu Giấy
299,36000,30.0,5.0,2.0,4,4,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470179.0873544,3,,Hà Đông
300,82000,60.0,5.0,4.0,5,6,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470198.9975588,None,,Cầu Giấy
301,31000,141.0,10.0,2.0,10,4,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470201.5027468,3, Đông nam,Thanh Trì
308,29000,82.0,2.0,5.0,1,2,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470221.4175227,2,,Cầu Giấy
309,230000,110.0,5.0,12.0,4,4,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470224.1503413,4,,Hai Bà Trưng
313,30500,73.0,6.0,1.0,45,2,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470233.8974767,2,,Hà Đông
314,30500,73.0,6.0,1.0,45,2,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470293.3592582,2,,Hà Đông
316,33000,26.0,3.0,2.0,4,2,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470298.674981,3,,Đống Đa
318,50000,45.0,8.0,3.0,4,4,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470303.401389,None,,Đống Đa
322,195000,90.0,7.0,4.0,5,6,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470312.3785913,5,,Long Biên
323,41000,102.0,6.0,6.0,18,3,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470314.4999604,2,,Hoàng Mai
326,78000,58.0,4.0,1.0,7,7,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470323.1419194,6,,Bắc Từ Liêm
328,79000,45.0,4.0,6.0,5,4,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470329.905794,4,,Thanh Xuân
329,52000,55.0,4.0,4.0,4,4,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470332.3668342,4,,Cầu Giấy
340,82000,60.0,5.0,6.0,5,6,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470416.6143515,None,,Cầu Giấy
342,17120,77.0,8.0,6.0,16,2,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470421.3120368,2, Đông nam,Đông Anh
344,240000,86.0,5.0,1.0,5,5,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470442.213103,6,,Đống Đa
345,40000,95.0,10.0,50.0,30,3,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470444.9044466,2,,Nam Từ Liêm
347,111111,110.0,11.0,50.0,30,2,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470450.791925,2,,Ba Đình
348,240000,86.0,5.0,1.0,5,5,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470453.5040112,6,,Đống Đa
350,33000,38.0,3.0,3.0,None,None,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470457.649835,None,,None
352,60000,96.0,10.0,50.0,30,3,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470463.259804,2,,Bắc Từ Liêm
354,21300,60.0,5.0,12.0,1,2,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470521.7684135,1,,Nam Từ Liêm
357,32000,27.0,2.0,1.0,1,1,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470527.9937449,1,,Long Biên
360,45000,45.0,5.0,5.0,5,4,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470534.3319576,4,,Cầu Giấy
361,188000,55.0,8.0,1.0,6,None,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470536.5868564,None,,Đống Đa
366,6345,135.0,9.0,12.0,3,None,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470548.4054463,None, Nam,None
369,135000,82.0,5.0,3.0,5,3,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470554.5806053,4,,Hai Bà Trưng
375,80000,45.0,4.0,1.0,6,4,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470622.0612662,4,,Thanh Xuân
378,340000,127.0,6.0,10.0,4,None,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470630.317572,None,,Ba Đình
379,55000,45.0,4.0,3.0,5,6,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470632.6854196,None,,Đống Đa
381,135000,50.0,4.0,4.0,7,5,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470637.6000907,6, Tây bắc,None
382,27500,32.0,4.0,3.0,4,3,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470640.071864,1,,Nam Từ Liêm
385,23000,32.0,3.0,3.0,4,4,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470647.4530497,3,,Hà Đông
388,1,59.0,4.0,3.0,4,5,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470656.803022,4,,Ba Đình
391,47500,50.0,4.0,4.0,4,5,03/11/2022,Tin thường,batdongsan_so_com_vn_1670470663.8497028,4,,Hai Bà Trưng
395,28000,33.0,3.0,2.0,4,3,03/11/2022,Tin thường,batdongsan_so_com_vn_1670470727.467937,3,,Long Biên
396,29500,30.0,3.0,3.0,5,3,03/11/2022,Tin thường,batdongsan_so_com_vn_1670470730.3026724,4,,Ba Đình
397,100000,80.0,9.0,15.0,3,None,03/11/2022,Tin thường,batdongsan_so_com_vn_1670470732.7824028,None,,Hai Bà Trưng
400,74000,50.0,4.0,5.0,5,5,03/11/2022,Tin thường,batdongsan_so_com_vn_1670470739.2338598,4,,Ba Đình
401,30000,35.0,5.0,4.0,5,5,03/11/2022,Tin thường,batdongsan_so_com_vn_1670470741.9937093,None,,Nam Từ Liêm
402,100000,100.0,6.0,7.0,3,5,03/11/2022,Tin thường,batdongsan_so_com_vn_1670470744.5115163,5,,Long Biên
403,87500,60.0,4.0,4.0,4,4,03/11/2022,Tin thường,batdongsan_so_com_vn_1670470746.9192107,5,,None
404,17120,77.0,8.0,6.0,16,2,03/11/2022,Tin thường,batdongsan_so_com_vn_1670470749.378498,2, Đông nam,Đông Anh
405,65000,50.0,4.0,3.0,4,5,03/11/2022,Tin thường,batdongsan_so_com_vn_1670470751.7734673,4,,Đống Đa
411,82500,45.0,5.0,4.0,3,3,03/11/2022,Tin thường,batdongsan_so_com_vn_1670470767.5131493,2,,Ba Đình
